"sponsor","data_name","klarner_name","klarner_id","term","chamber","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"marble, vicki","marble v.","marble, vicki",309253,"2015_2016","Senate",0.77787312514105,20,0.0242718446601942,0.0242718446601942,0.0252631578947368,0.0197802197802198,0.0144508670520231,12,12,10,7,4,3,3,2,2,1,9,9,8,5,3,0,0,0,0,0,0.75513250238525,12,0.583333333333333,0.333333333333333,NA
"tate, j","tate j.",NA,NA,"2015_2016","Senate",0.763587444222154,21,0.0177993527508091,0.0177993527508091,0.0231578947368421,0.0241758241758242,0.023121387283237,9,9,9,9,6,2,2,2,2,2,7,7,7,7,4,0,0,0,0,0,0.738301941598645,9,1,0.666666666666667,NA
"johnston, mike","johnston m.","johnston, mike",295911,"2015_2016","Senate",0.700957022012785,22,0.0177993527508091,0.0177993527508091,0.0210526315789474,0.0175824175824176,0.023121387283237,10,10,9,8,8,1,1,1,0,0,9,9,8,8,8,0,0,0,0,0,0.79630533806358,10,0.8,0.8,NA
"heath, rollie","heath r.","heath, rollie",283526,"2015_2016","Senate",0.69643392573176,23,0.0210355987055016,0.0210355987055016,0.0168421052631579,0.0175824175824176,0.0202312138728324,12,12,7,7,6,1,1,1,1,1,11,11,6,6,5,0,0,0,0,0,0.748679110217572,12,0.583333333333333,0.5,NA
"kefalas, john michael","kefalas j.","kefalas, john michael",260138,"2015_2016","Senate",0.688752826044528,24,0.0226537216828479,0.0226537216828479,0.0147368421052632,0.0153846153846154,0.0202312138728324,10,10,5,5,5,4,4,2,2,2,6,6,3,3,3,0,0,0,0,0,0.592720120192648,10,0.5,0.5,NA
"lundberg, kevin","lundberg k.","lundberg, kevin",17566,"2015_2016","Senate",0.684463308915292,25,0.0242718446601942,0.0242718446601942,0.0231578947368421,0.0175824175824176,0.00578034682080925,11,11,9,7,2,4,4,2,1,0,7,7,7,6,2,0,0,0,0,0,0.65971413993392,11,0.636363636363636,0.181818181818182,NA
"scheffel, mark","scheffel m.","scheffel, mark",283513,"2015_2016","Senate",0.672669350315269,26,0.0194174757281553,0.0194174757281553,0.0210526315789474,0.021978021978022,0.0115606936416185,8,8,6,6,2,4,4,4,4,2,4,4,2,2,0,0,0,0,0,0,0.500357379478259,8,0.75,0.25,NA
"kerr, andrew","kerr a.","kerr, andrew",271398,"2015_2016","Senate",0.660262477802383,27,0.0242718446601942,0.0242718446601942,0.0126315789473684,0.0131868131868132,0.0173410404624277,11,11,4,4,4,4,4,2,2,2,7,7,2,2,2,0,0,0,0,0,0.559383196745834,11,0.363636363636364,0.363636363636364,NA
"hodge, mary","hodge m.","hodge, mary",18866,"2015_2016","Senate",0.538568246065093,28,0.0194174757281553,0.0194174757281553,0.0105263157894737,0.010989010989011,0.0144508670520231,9,9,4,4,4,3,3,1,1,1,6,6,3,3,3,0,0,0,0,0,0.502578463018023,9,0.444444444444444,0.444444444444444,NA
"donovan, kerry","donovan k.","donovan, kerry",322522,"2015_2016","Senate",0.440174985201589,29,0.0161812297734628,0.0161812297734628,0.00842105263157895,0.00879120879120879,0.0115606936416185,8,8,3,3,3,2,2,1,1,1,6,6,2,2,2,0,0,0,0,0,0.412436805843399,8,0.375,0.375,NA
"todd, nancy j.","todd n.","todd, nancy j.",260115,"2015_2016","Senate",0.427046836333907,30,0.0145631067961165,0.0145631067961165,0.0105263157894737,0.010989010989011,0.00867052023121387,9,9,5,5,3,0,0,0,0,0,9,9,5,5,3,0,0,0,0,0,0.515669104680094,9,0.555555555555556,0.333333333333333,NA
"garcia, leroy m. jr.","garcia l.","garcia, leroy m. jr.",309401,"2015_2016","Senate",0.388383666085658,31,0.0161812297734628,0.0161812297734628,0.00631578947368421,0.00659340659340659,0.00867052023121387,10,10,3,3,3,0,0,0,0,0,10,10,3,3,3,0,0,0,0,0,0.46924153957121,10,0.3,0.3,NA
"jones, matthew (matt)","jones m.","jones, matthew (matt)",19023,"2015_2016","Senate",0.383194288717299,32,0.0194174757281553,0.0194174757281553,0.00421052631578947,0.0043956043956044,0.00578034682080925,11,11,2,2,2,1,1,0,0,0,10,10,2,2,2,0,0,0,0,0,0.435904616124396,11,0.181818181818182,0.181818181818182,NA
"carroll, morgan","carroll m.","carroll, morgan",260101,"2015_2016","Senate",0.341781724338085,33,0.0129449838187702,0.0129449838187702,0.00631578947368421,0.00659340659340659,0.00867052023121387,8,8,3,3,3,0,0,0,0,0,8,8,3,3,3,0,0,0,0,0,0.412436805843399,8,0.375,0.375,NA
"ulibarri, jessie","ulibarri j.","ulibarri, jessie",309249,"2015_2016","Senate",0.336592346969727,34,0.0161812297734628,0.0161812297734628,0.00421052631578947,0.0043956043956044,0.00578034682080925,9,9,2,2,2,1,1,0,0,0,8,8,2,2,2,0,0,0,0,0,0.379099882396586,9,0.222222222222222,0.222222222222222,NA
"merrifield, michael","merrifield m.","merrifield, michael",18377,"2015_2016","Senate",0.284801027853795,35,0.0161812297734628,0.0161812297734628,0.00210526315789474,0.0021978021978022,0.00289017341040462,8,8,1,1,1,2,2,0,0,0,6,6,1,1,1,0,0,0,0,0,0.288958225221962,8,0.125,0.125,NA
"guzman, lucia","guzman l.","guzman, lucia",295913,"2015_2016","Senate",0.248577840842939,36,0.00647249190938511,0.00647249190938511,0.00631578947368421,0.00659340659340659,0.00867052023121387,3,3,2,2,2,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0.208685681213154,3,0.666666666666667,0.666666666666667,NA
