"sponsor","data_name","legiscan_id","term","chamber","district","party","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"Kyle Mullica","k. mullica",20136,"2023_2024","Senate","SD-024","D",0.823321320092884,20,0.0249500998003992,0.0249916694435188,0.0231124807395994,0.021475985942991,0.0167294019238812,14,14,11,10,7,1,1,1,1,1,13,13,10,9,6,0,0,0,0,0,0.8405059094906,14,0.714285714285714,0.5,NA
"Thomas Exum","t. exum",15133,"2023_2024","Senate","SD-011","D",0.712766081312668,21,0.0182967398536261,0.0183272242585805,0.0192604006163328,0.0195236235845373,0.0209117524048515,10,10,9,9,9,1,1,1,1,1,9,9,8,8,8,0,0,0,0,0,0.718412234650961,10,0.9,0.9,NA
"Faith Winter","f. winter",16581,"2023_2024","Senate","SD-025","D",0.668591206624435,22,0.0182967398536261,0.0183272242585805,0.0173343605546995,0.0175712612260836,0.0188205771643664,10,10,8,8,8,1,1,1,1,1,9,9,7,7,7,0,0,0,0,0,0.66878967838735,10,0.8,0.8,NA
"Dafna Michaelson Jenet","d. michaelson jenet",18713,"2023_2024","Senate","SD-021","D",0.619315327637102,23,0.0149700598802395,0.0149950016661113,0.0173343605546995,0.0175712612260836,0.0188205771643664,9,9,9,9,9,0,0,0,0,0,9,9,9,9,9,0,0,0,0,0,0.691231311823114,9,1,1,NA
"Paul Lundeen","p. lundeen",16509,"2023_2024","Senate","SD-009","R",0.599778392442535,24,0.0166333998669328,0.0166611129623459,0.0154083204930663,0.0156188988676298,0.0167294019238812,9,9,7,7,7,1,1,1,1,1,8,8,6,6,6,0,0,0,0,0,0.591986199295893,9,0.777777777777778,0.777777777777778,NA
"Kevin Priola","k. priola",3323,"2023_2024","Senate","SD-013","D",0.54521827471672,25,0.0149700598802395,0.0149950016661113,0.0154083204930663,0.0136665365091761,0.0146382266833961,8,8,7,6,6,1,1,1,1,1,7,7,6,5,5,0,0,0,0,0,0.531165441586726,8,0.75,0.75,NA
"Chris Kolker","c. kolker",22458,"2023_2024","Senate","SD-016","D",0.54012882097471,26,0.0166333998669328,0.0166611129623459,0.013482280431433,0.0136665365091761,0.0125470514429109,10,10,7,7,6,0,0,0,0,0,10,10,7,7,6,0,0,0,0,0,0.601755357417858,10,0.7,0.6,NA
"Dominick Moreno","d. moreno",14277,"2023_2024","Senate","SD-021","D",0.535027816675612,27,0.0133067198935462,0.0133288903698767,0.0154083204930663,0.0156188988676298,0.0146382266833961,8,8,8,8,7,0,0,0,0,0,8,8,8,8,7,0,0,0,0,0,0.597016068025774,8,1,0.875,NA
"Janice Rich","j. rich",20137,"2023_2024","Senate","SD-007","R",0.393339949896834,28,0.011643379906853,0.0116627790736421,0.00963020030816641,0.00976181179226865,0.0104558762024258,7,7,5,5,5,0,0,0,0,0,7,7,5,5,5,0,0,0,0,0,0.438379241112979,7,0.714285714285714,0.714285714285714,NA
"Kevin Van Winkle","k. van winkle",16578,"2023_2024","Senate","SD-030","R",0.304990200520366,29,0.011643379906853,0.0116627790736421,0.00577812018489985,0.00585708707536119,0.00627352572145546,7,7,3,3,3,0,0,0,0,0,7,7,3,3,3,0,0,0,0,0,0.339134128585758,7,0.428571428571429,0.428571428571429,NA
"Rod Pelton","r. pelton",20026,"2023_2024","Senate","SD-035","R",0.299889196221267,30,0.0083166999334664,0.00833055648117294,0.00770416024653313,0.00780944943381492,0.00836470096194061,5,5,4,4,4,0,0,0,0,0,5,5,4,4,4,0,0,0,0,0,0.334394839193675,5,0.8,0.8,NA
"Larry Liston","l. liston",3329,"2023_2024","Senate","SD-010","R",0.285453265325798,31,0.0133067198935462,0.0133288903698767,0.00385208012326656,0.00390472471690746,0.00418235048097031,8,8,2,2,2,0,0,0,0,0,8,8,2,2,2,0,0,0,0,0,0.316692495149995,8,0.25,0.25,NA
"Tom Sullivan","t. sullivan",20140,"2023_2024","Senate","SD-027","D",0.255714321533033,32,0.0083166999334664,0.00833055648117294,0.00577812018489985,0.00585708707536119,0.00627352572145546,4,4,2,2,2,1,1,1,1,1,3,3,1,1,1,0,0,0,0,0,0.207968803838608,4,0.5,0.5,NA
"Byron Pelton","b. pelton",23972,"2023_2024","Senate","SD-001","R",0.250430082794552,33,0.00998003992015968,0.00999666777740753,0.00577812018489985,0.00390472471690746,0.00418235048097031,6,6,3,2,2,0,0,0,0,0,6,6,3,2,2,0,0,0,0,0,0.278313370876591,6,0.333333333333333,0.333333333333333,NA
"Cleave Simpson","c. simpson",22457,"2023_2024","Senate","SD-006","R",0.231076382039367,34,0.00665335994677312,0.00666444518493835,0.00577812018489985,0.00585708707536119,0.00627352572145546,4,4,3,3,3,0,0,0,0,0,4,4,3,3,3,0,0,0,0,0,0.257591360102218,4,0.75,0.75,NA
"Perry Will","p. will",21293,"2023_2024","Senate","SD-005","R",0.206438442545701,35,0.00499001996007984,0.00499833388870377,0.00577812018489985,0.00585708707536119,0.00627352572145546,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0.230410437274371,3,1,1,NA
"Jim Smallwood","j. smallwood",18728,"2023_2024","Senate","SD-002","R",0.0688128141819002,36,0.00166333998669328,0.00166611129623459,0.00192604006163328,0.00195236235845373,0.00209117524048515,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.0768034790914571,1,1,1,NA
"Robert Rankin",NA,15135,"2023_2024","Senate","SD-008","R",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
