"sponsor","data_name","legiscan_id","term","chamber","district","party","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"Rachel Zenzinger","r. zenzinger",16096,"2019_2020","Senate","SD-019","D",0.849670455652482,20,0.0191350937619594,0.0191350937619594,0.0250878073256397,0.0258665287118469,0.0287852619458837,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0.90416750758634,10,1,1,NA
"Robert Rodriguez","r. rodriguez",20031,"2019_2020","Senate","SD-032","D",0.794121483680482,21,0.0248756218905473,0.0248756218905473,0.0225790265930758,0.0206932229694775,0.0172711571675302,13,13,9,8,6,0,0,0,0,0,13,13,9,8,6,0,0,0,0,0,0.84244315932607,13,0.615384615384615,0.461538461538462,NA
"Chris Holbert","c. holbert",10788,"2019_2020","Senate","SD-030","R",0.629153000390144,22,0.0172215843857635,0.0172215843857635,0.0175614651279478,0.0181065700982928,0.0172711571675302,9,9,7,7,6,0,0,0,0,0,9,9,7,7,6,0,0,0,0,0,0.668388332164438,9,0.777777777777778,0.666666666666667,NA
"Chris Hansen","c. hansen",19205,"2019_2020","Senate","SD-031","D",0.589803711116578,23,0.0172215843857635,0.0172215843857635,0.0175614651279478,0.0155199172271081,0.0143926309729419,8,8,6,5,4,1,1,1,1,1,7,7,5,4,3,0,0,0,0,0,0.535721830196168,8,0.625,0.5,NA
"Dennis Hisey","d. hisey",20028,"2019_2020","Senate","SD-002","R",0.531321388407141,24,0.0176042862610027,0.0176042862610027,0.0130456598093327,0.0134505949301604,0.0120898100172712,10,10,6,6,5,0,0,0,0,0,9,9,5,5,4,1,1,1,1,1,0.635802906707009,10,0.6,0.5,NA
"Paul Lundeen","p. lundeen",16509,"2019_2020","Senate","SD-009","R",0.505195392364322,25,0.0191350937619594,0.0191350937619594,0.0100351229302559,0.0103466114847387,0.0115141047783535,10,10,4,4,4,0,0,0,0,0,10,10,4,4,4,0,0,0,0,0,0.535160978938151,10,0.4,0.4,NA
"Nancy Todd","n. todd",3312,"2019_2020","Senate","SD-028","D",0.495906031206638,26,0.0133945656333716,0.0133945656333716,0.0150526843953838,0.0155199172271081,0.0115141047783535,7,7,6,6,4,0,0,0,0,0,7,7,6,6,4,0,0,0,0,0,0.526695670307997,7,0.857142857142857,0.571428571428571,NA
"Faith Winter","f. winter",16581,"2019_2020","Senate","SD-024","D",0.452389762843463,27,0.0114810562571757,0.0114810562571757,0.0125439036628199,0.0129332643559234,0.0143926309729419,6,6,5,5,5,0,0,0,0,0,6,6,5,5,5,0,0,0,0,0,0.480999416443773,6,0.833333333333333,0.833333333333333,NA
"Jerry Sonnenberg","j. sonnenberg",3343,"2019_2020","Senate","SD-001","R",0.427057493215259,28,0.0191350937619594,0.0191350937619594,0.00752634219769192,0.00775995861355406,0.00575705238917674,10,10,3,3,2,0,0,0,0,0,10,10,3,3,2,0,0,0,0,0,0.451299642382914,10,0.3,0.2,NA
"Tammy Story","t. story",20032,"2019_2020","Senate","SD-016","D",0.422531787312658,29,0.0133945656333716,0.0133945656333716,0.0100351229302559,0.0103466114847387,0.0115141047783535,7,7,4,4,4,0,0,0,0,0,7,7,4,4,4,0,0,0,0,0,0.448413990986343,7,0.571428571428571,0.571428571428571,NA
"Rob Woodward","r. woodward",20030,"2019_2020","Senate","SD-015","R",0.417924906285491,30,0.0210486031381554,0.0210486031381554,0.00501756146512795,0.00517330574236937,0.00575705238917674,11,11,2,2,2,0,0,0,0,0,11,11,2,2,2,0,0,0,0,0,0.44107446537269,11,0.181818181818182,0.181818181818182,NA
"Jim Smallwood","j. smallwood",18728,"2019_2020","Senate","SD-004","R",0.3742518636944,31,0.0114810562571757,0.0114810562571757,0.0100351229302559,0.0103466114847387,0.00863557858376511,6,6,4,4,3,0,0,0,0,0,6,6,4,4,3,0,0,0,0,0,0.397138079888536,6,0.666666666666667,0.5,NA
"Angela Williams","a. williams",10781,"2019_2020","Senate","SD-033","D",0.339868182260993,32,0.00765403750478377,0.00765403750478377,0.0100351229302559,0.0103466114847387,0.0115141047783535,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0.271250252275902,3,1,1,NA
"Lois Court","l. court",3301,"2019_2020","Senate","SD-031","D",0.319142793659957,33,0.00765403750478377,0.00765403750478377,0.0100351229302559,0.0103466114847387,0.00863557858376511,4,4,4,4,3,0,0,0,0,0,4,4,4,4,3,0,0,0,0,0,0.339306754587331,4,1,0.75,NA
"Vicki Marble","v. marble",14293,"2019_2020","Senate","SD-023","R",0.307706766216604,34,0.0133945656333716,0.0133945656333716,0.00501756146512795,0.00517330574236937,0.00575705238917674,7,7,2,2,2,0,0,0,0,0,7,7,2,2,2,0,0,0,0,0,0.32541181477028,7,0.285714285714286,0.285714285714286,NA
"Ray Scott","r. scott",10778,"2019_2020","Senate","SD-007","R",0.214482035260768,35,0.00612323000382702,0.00612323000382702,0.00551931761164074,0.00569063631660631,0.00633275762809442,4,4,3,3,3,0,0,0,0,0,3,3,2,2,2,1,1,1,1,1,0.300165914926505,4,0.75,0.75,NA
"Owen Hill","o. hill",14288,"2019_2020","Senate","SD-010","R",0.0826636050516648,36,0.00574052812858783,0.00574052812858783,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0.0867469879518072,3,0,0,NA
