bill_number,session,session_type,action_date,action,order
HB15-1064,2015,RS,2015-02-03,House Third Reading Passed - No Amendments,4
HB15-1064,2015,RS,2015-02-06,Introduced In Senate - Assigned to Judiciary,5
HB15-1064,2015,RS,2015-02-24,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB15-1064,2015,RS,2015-02-27,Senate Second Reading Passed - No Amendments,7
HB15-1064,2015,RS,2015-03-02,Senate Third Reading Passed - No Amendments,8
HB15-1064,2015,RS,2015-03-06,Signed by the Speaker of the House,9
HB15-1064,2015,RS,2015-03-09,Signed by the President of the Senate,10
HB15-1064,2015,RS,2015-03-09,Sent to the Governor,11
HB15-1064,2015,RS,2015-03-18,Governor Signed,12
HB15-1065,2015,RS,2015-01-09,"Introduced In House - Assigned to State, Veterans, & Military Affairs + Appropriations",1
HB15-1065,2015,RS,2015-03-30,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1066,2015,RS,2015-01-09,"Introduced In House - Assigned to Health, Insurance, & Environment + State, Veterans, & Military Affairs",1
HB15-1066,2015,RS,2015-01-29,"House Committee on Health, Insurance, & Environment Postpone Indefinitely",2
HB15-1067,2015,RS,2015-01-09,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB15-1067,2015,RS,2015-01-22,"House Committee on Health, Insurance, & Environment Refer Unamended to Appropriations",2
HB15-1067,2015,RS,2015-01-30,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB15-1067,2015,RS,2015-02-03,House Second Reading Passed - No Amendments,4
HB15-1067,2015,RS,2015-02-04,House Third Reading Passed - No Amendments,5
HB15-1067,2015,RS,2015-02-06,Introduced In Senate - Assigned to Health & Human Services,6
HB15-1067,2015,RS,2015-02-26,Senate Committee on Health & Human Services Refer Amended to Appropriations,7
HB15-1067,2015,RS,2015-03-13,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB15-1067,2015,RS,2015-03-17,Senate Second Reading Laid Over Daily - No Amendments,9
HB15-1067,2015,RS,2015-03-18,"Senate Second Reading Passed with Amendments - Committee, Floor",10
HB15-1067,2015,RS,2015-03-19,Senate Third Reading Passed - No Amendments,11
HB15-1067,2015,RS,2015-03-23,House Considered Senate Amendments - Result was to Concur - Repass,12
HB15-1067,2015,RS,2015-03-23,House Considered Senate Amendments - Result was to Laid Over Daily,13
HB15-1067,2015,RS,2015-03-27,Signed by the Speaker of the House,14
HB15-1067,2015,RS,2015-03-30,Signed by the President of the Senate,15
HB15-1067,2015,RS,2015-03-30,Sent to the Governor,16
HB15-1067,2015,RS,2015-04-08,Governor Signed,17
HB15-1068,2015,RS,2015-01-09,Introduced In House - Assigned to Transportation & Energy,1
HB15-1068,2015,RS,2015-01-28,House Committee on Transportation & Energy Postpone Indefinitely,2
HB15-1069,2015,RS,2015-01-09,Introduced In House - Assigned to Local Government + Finance,1
HB15-1069,2015,RS,2015-01-28,House Committee on Local Government Refer Unamended to Finance,2
HB15-1069,2015,RS,2015-02-04,House Committee on Finance Refer Unamended to House Committee of the Whole,3
HB15-1069,2015,RS,2015-02-09,House Second Reading Passed - No Amendments,4
HB15-1069,2015,RS,2015-02-10,House Third Reading Passed - No Amendments,5
HB15-1069,2015,RS,2015-02-17,Introduced In Senate - Assigned to Finance,6
HB15-1069,2015,RS,2015-02-24,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB15-1069,2015,RS,2015-02-27,Senate Second Reading Passed - No Amendments,8
HB15-1069,2015,RS,2015-03-02,Senate Third Reading Passed - No Amendments,9
HB15-1069,2015,RS,2015-03-06,Signed by the Speaker of the House,10
HB15-1069,2015,RS,2015-03-09,Signed by the President of the Senate,11
HB15-1069,2015,RS,2015-03-09,Sent to the Governor,12
HB15-1069,2015,RS,2015-03-18,Governor Signed,13
HB15-1070,2015,RS,2015-01-09,Introduced In House - Assigned to Judiciary,1
HB15-1070,2015,RS,2015-02-05,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB15-1070,2015,RS,2015-02-13,House Second Reading Passed with Amendments - Committee,3
HB15-1070,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,4
HB15-1070,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,5
HB15-1070,2015,RS,2015-02-25,Introduced In Senate - Assigned to Judiciary,6
HB15-1070,2015,RS,2015-03-02,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB15-1070,2015,RS,2015-03-05,Senate Second Reading Passed - No Amendments,8
HB15-1070,2015,RS,2015-03-06,Senate Third Reading Passed - No Amendments,9
HB15-1070,2015,RS,2015-03-11,Signed by the Speaker of the House,10
HB15-1070,2015,RS,2015-03-12,Signed by the President of the Senate,11
HB15-1070,2015,RS,2015-03-12,Sent to the Governor,12
HB15-1070,2015,RS,2015-03-20,Governor Signed,13
HB15-1071,2015,RS,2015-01-09,Introduced In House - Assigned to Business Affairs and Labor,1
HB15-1071,2015,RS,2015-01-20,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,2
HB15-1071,2015,RS,2015-01-23,House Second Reading Passed - No Amendments,3
HB15-1071,2015,RS,2015-01-26,House Third Reading Passed - No Amendments,4
HB15-1071,2015,RS,2015-01-28,"Introduced In Senate - Assigned to Business, Labor, & Technology",5
HB15-1071,2015,RS,2015-02-25,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",6
HB15-1071,2015,RS,2015-03-02,Senate Second Reading Passed - No Amendments,7
HB15-1071,2015,RS,2015-03-03,Senate Third Reading Passed - No Amendments,8
HB15-1071,2015,RS,2015-03-06,Signed by the Speaker of the House,9
HB15-1071,2015,RS,2015-03-09,Signed by the President of the Senate,10
HB15-1071,2015,RS,2015-03-09,Sent to the Governor,11
HB15-1071,2015,RS,2015-03-18,Governor Signed,12
HB15-1072,2015,RS,2015-01-09,Introduced In House - Assigned to Judiciary,1
HB15-1072,2015,RS,2015-02-05,House Committee on Judiciary Refer Unamended to House Committee of the Whole,2
HB15-1072,2015,RS,2015-02-13,House Second Reading Passed with Amendments - Floor,3
HB15-1072,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,4
HB15-1072,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,5
HB15-1072,2015,RS,2015-02-25,"Introduced In Senate - Assigned to Judiciary + Business, Labor, & Technology",6
HB15-1072,2015,RS,2015-03-04,"Senate Committee on Judiciary Refer Unamended to Business, Labor, & Technology",7
HB15-1072,2015,RS,2015-03-17,"Senate Committee on Business, Labor, & Technology Refer Unamended to Senate Committee of the Whole",8
HB15-1072,2015,RS,2015-03-20,Senate Second Reading Laid Over Daily - No Amendments,9
HB15-1072,2015,RS,2015-03-23,Senate Second Reading Laid Over Daily with Amendments - Floor,10
HB15-1072,2015,RS,2015-03-24,Senate Second Reading Passed with Amendments - Floor,11
HB15-1072,2015,RS,2015-03-25,Senate Third Reading Passed - No Amendments,12
HB15-1072,2015,RS,2015-03-27,House Considered Senate Amendments - Result was to Laid Over Daily,13
HB15-1072,2015,RS,2015-03-27,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,14
HB15-1072,2015,RS,2015-04-06,First Conference Committee Result was to Adopt Rerevised w/ Amendments,15
HB15-1072,2015,RS,2015-04-09,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,16
HB15-1072,2015,RS,2015-04-10,House Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,17
HB15-1072,2015,RS,2015-04-17,Signed by the Speaker of the House,18
HB15-1072,2015,RS,2015-04-20,Signed by the President of the Senate,19
HB15-1072,2015,RS,2015-04-20,Sent to the Governor,20
HB15-1072,2015,RS,2015-04-24,Governor Signed,21
HB15-1073,2015,RS,2015-01-12,Introduced In House - Assigned to Judiciary,1
HB15-1073,2015,RS,2015-03-12,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB15-1073,2015,RS,2015-03-16,House Second Reading Passed with Amendments - Committee,3
HB15-1073,2015,RS,2015-03-17,House Third Reading Passed - No Amendments,4
HB15-1073,2015,RS,2015-03-17,Introduced In Senate - Assigned to Judiciary,5
HB15-1073,2015,RS,2015-03-25,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB15-1073,2015,RS,2015-03-30,Senate Second Reading Passed - No Amendments,7
HB15-1073,2015,RS,2015-03-31,Senate Third Reading Passed - No Amendments,8
HB15-1073,2015,RS,2015-04-01,Signed by the Speaker of the House,9
HB15-1073,2015,RS,2015-04-02,Signed by the President of the Senate,10
HB15-1073,2015,RS,2015-04-02,Sent to the Governor,11
HB15-1073,2015,RS,2015-04-10,Governor Signed,12
HB15-1074,2015,RS,2015-01-12,Introduced In House - Assigned to Local Government,1
HB15-1074,2015,RS,2015-01-28,House Committee on Local Government Refer Unamended to House Committee of the Whole,2
HB15-1074,2015,RS,2015-02-02,House Second Reading Passed - No Amendments,3
HB15-1074,2015,RS,2015-02-03,House Third Reading Passed - No Amendments,4
HB15-1074,2015,RS,2015-02-06,Introduced In Senate - Assigned to Local Government,5
HB15-1074,2015,RS,2015-02-17,Senate Committee on Local Government Refer Amended to Senate Committee of the Whole,6
HB15-1074,2015,RS,2015-02-20,Senate Second Reading Passed with Amendments - Committee,7
HB15-1074,2015,RS,2015-02-24,Senate Third Reading Passed - No Amendments,8
HB15-1074,2015,RS,2015-02-26,House Considered Senate Amendments - Result was to Laid Over Daily,9
HB15-1074,2015,RS,2015-02-26,House Considered Senate Amendments - Result was to Laid Over to 03/26/2015,10
HB15-1074,2015,RS,2015-03-27,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB15-1074,2015,RS,2015-03-27,House Considered Senate Amendments - Result was to Concur - Repass,12
HB15-1074,2015,RS,2015-03-30,Signed by the President of the Senate,13
HB15-1074,2015,RS,2015-03-30,Signed by the Speaker of the House,14
HB15-1074,2015,RS,2015-03-30,Sent to the Governor,15
HB15-1074,2015,RS,2015-04-08,Governor Signed,16
HB15-1075,2015,RS,2015-01-12,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB15-1075,2015,RS,2015-02-05,"House Committee on Health, Insurance, & Environment Refer Amended to House Committee of the Whole",2
HB15-1075,2015,RS,2015-02-13,"House Second Reading Passed with Amendments - Committee, Floor",3
HB15-1075,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,4
HB15-1075,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,5
HB15-1075,2015,RS,2015-02-25,Introduced In Senate - Assigned to Health & Human Services,6
HB15-1075,2015,RS,2015-03-05,Senate Committee on Health & Human Services Refer Unamended to Senate Committee of the Whole,7
HB15-1075,2015,RS,2015-03-10,Senate Second Reading Passed - No Amendments,8
HB15-1075,2015,RS,2015-03-11,Senate Third Reading Passed - No Amendments,9
HB15-1075,2015,RS,2015-03-13,Signed by the President of the Senate,10
HB15-1075,2015,RS,2015-03-13,Signed by the Speaker of the House,11
HB15-1075,2015,RS,2015-03-16,Sent to the Governor,12
HB15-1075,2015,RS,2015-03-26,Governor Signed,13
HB15-1076,2015,RS,2015-01-12,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1076,2015,RS,2015-02-04,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1077,2015,RS,2015-01-12,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1077,2015,RS,2015-01-28,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1078,2015,RS,2015-01-13,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1078,2015,RS,2015-02-03,House Committee on Public Health Care & Human Services Refer Amended to House Committee of the Whole,2
HB15-1078,2015,RS,2015-02-09,House Second Reading Passed with Amendments - Committee,3
HB15-1078,2015,RS,2015-02-10,House Third Reading Passed - No Amendments,4
HB15-1078,2015,RS,2015-02-17,Introduced In Senate - Assigned to Health & Human Services,5
HB15-1078,2015,RS,2015-03-04,Senate Committee on Health & Human Services Refer Unamended to Senate Committee of the Whole,6
HB15-1078,2015,RS,2015-03-10,Senate Second Reading Passed - No Amendments,7
HB15-1078,2015,RS,2015-03-11,Senate Third Reading Passed - No Amendments,8
HB15-1078,2015,RS,2015-03-13,Signed by the President of the Senate,9
HB15-1078,2015,RS,2015-03-13,Signed by the Speaker of the House,10
HB15-1078,2015,RS,2015-03-16,Sent to the Governor,11
HB15-1078,2015,RS,2015-03-20,Governor Signed,12
HB15-1079,2015,RS,2015-01-13,Introduced In House - Assigned to Finance,1
HB15-1079,2015,RS,2015-01-29,House Committee on Finance Refer Unamended to Appropriations,2
HB15-1079,2015,RS,2015-02-06,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1079,2015,RS,2015-02-13,House Second Reading Passed with Amendments - Committee,4
HB15-1079,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,5
HB15-1079,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,6
HB15-1079,2015,RS,2015-02-25,Introduced In Senate - Assigned to Finance + Appropriations,7
HB15-1079,2015,RS,2015-03-10,Senate Committee on Finance Postpone Indefinitely,8
HB15-1080,2015,RS,2015-01-13,Introduced In House - Assigned to Education + Finance,1
HB15-1080,2015,RS,2015-02-02,House Committee on Education Postpone Indefinitely,2
HB15-1081,2015,RS,2015-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1081,2015,RS,2015-02-04,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1082,2015,RS,2015-01-13,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1082,2015,RS,2015-02-03,House Committee on Public Health Care & Human Services Refer Unamended to House Committee of the Whole,2
HB15-1082,2015,RS,2015-02-09,House Second Reading Re-referred to Public Health Care & Human Services - No Amendments,3
HB15-1082,2015,RS,2015-02-13,House Committee on Public Health Care & Human Services Postpone Indefinitely,4
HB15-1083,2015,RS,2015-01-13,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB15-1083,2015,RS,2015-02-05,"House Committee on Health, Insurance, & Environment Witness Testimony and/or Committee Discussion Only",2
HB15-1083,2015,RS,2015-04-16,"House Committee on Health, Insurance, & Environment Refer Amended to House Committee of the Whole",3
HB15-1083,2015,RS,2015-04-20,House Second Reading Passed with Amendments - Committee,4
HB15-1083,2015,RS,2015-04-21,House Third Reading Passed - No Amendments,5
HB15-1083,2015,RS,2015-04-21,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB15-1083,2015,RS,2015-04-27,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Senate Committee of the Whole",7
HB15-1083,2015,RS,2015-04-30,Senate Second Reading Referred to Appropriations - No Amendments,8
HB15-1083,2015,RS,2015-05-04,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,9
HB15-1083,2015,RS,2015-05-05,Senate Second Reading Special Order - Passed with Amendments - Committee,10
HB15-1083,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,11
HB15-1083,2015,RS,2015-05-06,House Considered Senate Amendments - Result was to Concur - Repass,12
HB15-1083,2015,RS,2015-05-14,Signed by the Speaker of the House,13
HB15-1083,2015,RS,2015-05-18,Signed by the President of the Senate,14
HB15-1083,2015,RS,2015-05-18,Sent to the Governor,15
HB15-1083,2015,RS,2015-06-05,Governor Signed,16
HB15-1084,2015,RS,2015-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1084,2015,RS,2015-01-26,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1085,2015,RS,2015-01-13,Introduced In House - Assigned to Local Government,1
HB15-1085,2015,RS,2015-01-28,House Committee on Local Government Postpone Indefinitely,2
HB15-1086,2015,RS,2015-01-14,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1086,2015,RS,2015-02-02,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1087,2015,RS,2015-01-14,Introduced In House - Assigned to Public Health Care & Human Services + Appropriations,1
HB15-1087,2015,RS,2015-03-10,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB15-1087,2015,RS,2015-04-17,House Committee on Appropriations Postpone Indefinitely,3
HB15-1088,2015,RS,2015-01-14,Introduced In House - Assigned to Education + Appropriations,1
HB15-1088,2015,RS,2015-02-18,House Committee on Education Refer Amended to Appropriations,2
HB15-1088,2015,RS,2015-04-17,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1088,2015,RS,2015-04-20,House Second Reading Laid Over Daily - No Amendments,4
HB15-1088,2015,RS,2015-04-21,"House Second Reading Passed with Amendments - Committee, Floor",5
HB15-1088,2015,RS,2015-04-22,House Third Reading Passed - No Amendments,6
HB15-1088,2015,RS,2015-04-22,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs + Appropriations",7
HB15-1088,2015,RS,2015-04-28,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",8
HB15-1089,2015,RS,2015-01-14,Introduced In House - Assigned to Transportation & Energy + Finance,1
HB15-1089,2015,RS,2015-02-04,House Committee on Transportation & Energy Refer Amended to Finance,2
HB15-1089,2015,RS,2015-04-15,House Committee on Re-Refer Unamended to Transportation & Energy,3
HB15-1089,2015,RS,2015-04-22,House Committee on Transportation & Energy Postpone Indefinitely,4
HB15-1090,2015,RS,2015-01-14,Introduced In House - Assigned to Local Government + Appropriations,1
HB15-1090,2015,RS,2015-02-05,House Committee on Local Government Postpone Indefinitely,2
HB15-1091,2015,RS,2015-01-14,Introduced In House - Assigned to Judiciary,1
HB15-1091,2015,RS,2015-02-17,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB15-1091,2015,RS,2015-02-20,House Second Reading Laid Over Daily - No Amendments,3
HB15-1091,2015,RS,2015-02-23,House Second Reading Passed with Amendments - Committee,4
HB15-1091,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,5
HB15-1091,2015,RS,2015-03-18,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs + Judiciary",6
HB15-1091,2015,RS,2015-03-25,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
HB15-1092,2015,RS,2015-01-14,Introduced In House - Assigned to Local Government,1
HB15-1092,2015,RS,2015-02-05,House Committee on Local Government Refer Unamended to House Committee of the Whole,2
HB15-1092,2015,RS,2015-02-13,House Second Reading Passed - No Amendments,3
HB15-1092,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,4
HB15-1092,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,5
HB15-1092,2015,RS,2015-02-25,Introduced In Senate - Assigned to Local Government,6
HB15-1092,2015,RS,2015-03-03,Senate Committee on Local Government Refer Amended - Consent Calendar to Senate Committee of the Whole,7
HB15-1092,2015,RS,2015-03-09,Senate Second Reading Passed with Amendments - Committee,8
HB15-1092,2015,RS,2015-03-10,Senate Third Reading Passed - No Amendments,9
HB15-1092,2015,RS,2015-03-19,House Considered Senate Amendments - Result was to Concur - Repass,10
HB15-1092,2015,RS,2015-03-19,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB15-1092,2015,RS,2015-03-27,Signed by the Speaker of the House,12
HB15-1092,2015,RS,2015-03-30,Signed by the President of the Senate,13
HB15-1092,2015,RS,2015-03-30,Sent to the Governor,14
HB15-1092,2015,RS,2015-04-08,Governor Signed,15
HB15-1093,2015,RS,2015-01-14,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1093,2015,RS,2015-02-04,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1094,2015,RS,2015-01-14,Introduced In House - Assigned to Judiciary,1
HB15-1094,2015,RS,2015-02-10,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB15-1094,2015,RS,2015-02-13,House Second Reading Passed with Amendments - Committee,3
HB15-1094,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,4
HB15-1094,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,5
HB15-1094,2015,RS,2015-02-25,Introduced In Senate - Assigned to Judiciary,6
HB15-1094,2015,RS,2015-03-02,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB15-1094,2015,RS,2015-03-05,Senate Second Reading Passed - No Amendments,8
HB15-1094,2015,RS,2015-03-06,Senate Third Reading Passed - No Amendments,9
HB15-1094,2015,RS,2015-03-11,Signed by the Speaker of the House,10
HB15-1094,2015,RS,2015-03-12,Signed by the President of the Senate,11
HB15-1094,2015,RS,2015-03-12,Sent to the Governor,12
HB15-1094,2015,RS,2015-03-20,Governor Signed,13
HB15-1095,2015,RS,2015-01-14,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1095,2015,RS,2015-03-04,"House Committee on State, Veterans, & Military Affairs Refer Amended to House Committee of the Whole",2
HB15-1095,2015,RS,2015-03-09,House Second Reading Passed with Amendments - Committee,3
HB15-1095,2015,RS,2015-03-10,House Third Reading Passed - No Amendments,4
HB15-1095,2015,RS,2015-03-12,Introduced In Senate - Assigned to Local Government,5
HB15-1095,2015,RS,2015-03-17,Senate Committee on Local Government Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB15-1095,2015,RS,2015-03-20,Senate Second Reading Laid Over Daily - No Amendments,7
HB15-1095,2015,RS,2015-03-23,Senate Second Reading Laid Over Daily - No Amendments,8
HB15-1095,2015,RS,2015-03-24,Senate Second Reading Laid Over to 4/7/2015 - No Amendments,9
HB15-1095,2015,RS,2015-04-07,Senate Second Reading Passed - No Amendments,10
HB15-1095,2015,RS,2015-04-08,Senate Third Reading Passed - No Amendments,11
HB15-1095,2015,RS,2015-04-10,Signed by the Speaker of the House,12
HB15-1095,2015,RS,2015-04-13,Signed by the President of the Senate,13
HB15-1095,2015,RS,2015-04-13,Sent to the Governor,14
HB15-1095,2015,RS,2015-04-21,Governor Signed,15
HB15-1096,2015,RS,2015-01-14,Introduced In House - Assigned to Business Affairs & Labor,1
HB15-1096,2015,RS,2015-02-03,House Committee on Business Affairs and Labor Postpone Indefinitely,2
HB15-1097,2015,RS,2015-01-14,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1097,2015,RS,2015-02-03,House Committee on Public Health Care & Human Services Refer Unamended to Appropriations,2
HB15-1097,2015,RS,2015-03-13,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1097,2015,RS,2015-03-18,House Second Reading Laid Over Daily - No Amendments,4
HB15-1097,2015,RS,2015-03-24,"House Second Reading Passed with Amendments - Committee, Floor",5
HB15-1097,2015,RS,2015-03-25,House Third Reading Passed - No Amendments,6
HB15-1097,2015,RS,2015-03-27,"Introduced In Senate - Assigned to Health & Human Services + State, Veterans, & Military Affairs",7
HB15-1097,2015,RS,2015-04-09,"Senate Committee on Health & Human Services Refer Unamended to State, Veterans, & Military Affairs",8
HB15-1097,2015,RS,2015-04-20,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",9
HB15-1098,2015,RS,2015-01-15,Introduced In House - Assigned to Transportation & Energy + Appropriations,1
HB15-1098,2015,RS,2015-02-25,House Committee on Transportation & Energy Refer Amended to Appropriations,2
HB15-1098,2015,RS,2015-04-24,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB15-1098,2015,RS,2015-04-28,House Second Reading Laid Over Daily - No Amendments,4
HB15-1098,2015,RS,2015-04-30,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",5
HB15-1098,2015,RS,2015-05-01,House Third Reading Passed - No Amendments,6
HB15-1098,2015,RS,2015-05-01,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",7
HB15-1098,2015,RS,2015-05-04,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Senate Committee of the Whole",8
HB15-1098,2015,RS,2015-05-05,Senate Second Reading Special Order - Passed with Amendments - Committee,9
HB15-1098,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,10
HB15-1098,2015,RS,2015-05-06,House Considered Senate Amendments - Result was to Concur - Repass,11
HB15-1098,2015,RS,2015-05-14,Signed by the Speaker of the House,12
HB15-1098,2015,RS,2015-05-18,Signed by the President of the Senate,13
HB15-1098,2015,RS,2015-05-18,Sent to the Governor,14
HB15-1098,2015,RS,2015-06-03,Governor Vetoed,15
HB15-1099,2015,RS,2015-01-15,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1099,2015,RS,2015-02-09,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1100,2015,RS,2015-01-15,Introduced In House - Assigned to Finance + Appropriations,1
HB15-1100,2015,RS,2015-02-18,House Committee on Finance Refer Amended to Appropriations,2
HB15-1100,2015,RS,2015-04-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1100,2015,RS,2015-04-13,House Second Reading Laid Over Daily - No Amendments,4
HB15-1100,2015,RS,2015-04-14,House Second Reading Passed with Amendments - Committee,5
HB15-1100,2015,RS,2015-04-15,House Third Reading Passed - No Amendments,6
HB15-1100,2015,RS,2015-04-16,Introduced In Senate - Assigned to Finance + Appropriations,7
HB15-1100,2015,RS,2015-04-28,Senate Committee on Finance Postpone Indefinitely,8
HB15-1101,2015,RS,2015-01-15,Introduced In House - Assigned to Judiciary + Appropriations,1
HB15-1101,2015,RS,2015-02-12,House Committee on Judiciary Postpone Indefinitely,2
HB15-1102,2015,RS,2015-01-15,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1102,2015,RS,2015-03-10,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB15-1102,2015,RS,2015-04-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1102,2015,RS,2015-04-13,House Second Reading Laid Over Daily - No Amendments,4
HB15-1102,2015,RS,2015-04-14,House Second Reading Passed with Amendments - Committee,5
HB15-1102,2015,RS,2015-04-15,House Third Reading Passed - No Amendments,6
HB15-1102,2015,RS,2015-04-17,"Introduced In Senate - Assigned to Business, Labor, & Technology",7
HB15-1102,2015,RS,2015-04-28,"Senate Committee on Business, Labor, & Technology Refer Unamended to Appropriations",8
HB15-1102,2015,RS,2015-05-01,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,9
HB15-1102,2015,RS,2015-05-01,Senate Second Reading Special Order - Passed - No Amendments,10
HB15-1102,2015,RS,2015-05-04,Senate Third Reading Passed - No Amendments,11
HB15-1102,2015,RS,2015-05-06,Signed by the Speaker of the House,12
HB15-1102,2015,RS,2015-05-08,Sent to the Governor,13
HB15-1102,2015,RS,2015-05-08,Signed by the President of the Senate,14
HB15-1102,2015,RS,2015-06-05,Governor Signed,15
HB15-1103,2015,RS,2015-01-15,Introduced In House - Assigned to Judiciary,1
HB15-1103,2015,RS,2015-01-22,House Committee on Judiciary Postpone Indefinitely,2
HB15-1104,2015,RS,2015-01-15,Introduced In House - Assigned to Finance + Appropriations,1
HB15-1104,2015,RS,2015-01-29,House Committee on Finance Refer Amended to Appropriations,2
HB15-1104,2015,RS,2015-03-06,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB15-1104,2015,RS,2015-03-09,House Second Reading Passed with Amendments - Committee,4
HB15-1104,2015,RS,2015-03-10,House Third Reading Passed - No Amendments,5
HB15-1104,2015,RS,2015-03-12,Introduced In Senate - Assigned to Finance,6
HB15-1104,2015,RS,2015-03-24,Senate Committee on Finance Refer Unamended to Appropriations,7
HB15-1104,2015,RS,2015-04-17,Senate Committee on Appropriations Postpone Indefinitely,8
HB15-1105,2015,RS,2015-01-15,Introduced In House - Assigned to Education + Appropriations,1
HB15-1105,2015,RS,2015-04-20,House Committee on Education Postpone Indefinitely,2
HB15-1106,2015,RS,2015-01-15,Introduced In House - Assigned to Public Health Care & Human Services,1
