bill_number,session,session_type,title,sponsors,out_chamber_sponsors,bill_url
HB15-1257,2015,RS,Elim Penalty To Increase Compliance Cigarette Sale,BECKER K.; PRIOLA,HODGE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0BC29B171C2F295A87257DDC00571EBB?opendocument
HB15-1258,2015,RS,FAMLI Insurance Program Wage Replacement,WINTER; SALAZAR,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/20E930D993F78A7F87257DAA007A9C64?opendocument
HB15-1259,2015,RS,Residential Precipitation Collection Rain Barrels,ESGAR; DANIELSON,MERRIFIELD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/813E9EB5544A1CC787257DDD00649752?opendocument
HB15-1260,2015,RS,Change Wildfire Mitigation Tax Deduction To Credit,LEE,SCOTT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CEC4516F27EA94F687257DD5005926D7?opendocument
HB15-1261,2015,RS,Maximum Reserve For Cash Funds With Fee Revenue,YOUNG,GRANTHAM; STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CA913C08A512ACC687257DCD000A3124?opendocument
HB15-1262,2015,RS,Contractual Joint Governmental Entity Powers,ROSENTHAL,BALMER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FFEE852F3C613C8587257DDD0065A5A4?opendocument
HB15-1263,2015,RS,Criminal Record Sealing,LEBSOCK; TATE,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D39FD289F9E2D0CA87257DA20052421A?opendocument
HB15-1264,2015,RS,Homeless Persons' Bill Of Rights,SALAZAR; MELTON,KEFALAS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F791C9CA8489202C87257DDC0054FE04?opendocument
HB15-1265,2015,RS,Gender Identification On Birth Certificates,MORENO,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7D3C15186824748187257DCC005BB843?opendocument
HB15-1266,2015,RS,Information Technology Budget Request Process,RANKIN,LAMBERT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D5DE4B9CA2B2C8FE87257DCD000A58CA?opendocument
HB15-1267,2015,RS,Use Of Medical Marijuana During Probation,SALAZAR,GUZMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DF49D6EFF0D96F3387257DCB0060B6CD?opendocument
HB15-1268,2015,RS,CO9To25 Youth Development Council,MCCANN,JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9A7231CE1BD48EA187257D9A0056C658?opendocument
HB15-1269,2015,RS,Transfer Persons To And From Correctional Facility,MCCANN; GINAL,GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F5C0C2C7A40B60FF87257DCB005E3BBB?opendocument
HB15-1270,2015,RS,Pathways In Technology Early College High Schools,DURAN; FOOTE,TODD; WOODS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B188AFAD6D36862487257DDC005B3932?opendocument
HB15-1271,2015,RS,Mobile Learning Labs Workforce Development,LONTINE; HAMNER,MARBLE; DONOVAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4C966DCFF51B589387257DFD0079B23E?opendocument
HB15-1272,2015,RS,Timely Filed Claims Not Barred By Laches,ESGAR,HOLBERT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6DE8F60CB5EC5F6A87257DF7006C4F6A?opendocument
HB15-1273,2015,RS,Comprehensive School Discipline Reporting,LAWRENCE,NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/82B5C17029697AF987257D87006D4B02?opendocument
HB15-1274,2015,RS,Creation Of Career Pathways For Students,GARNETT; MELTON,KERR; WOODS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/929690BCA3C0454787257DFD00764A88?opendocument
HB15-1275,2015,RS,Career & Tech Ed In Concurrent Enrollment,WINTER,HEATH; MARBLE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E530D97D5A8CEB3787257DCC00828EAD?opendocument
HB15-1276,2015,RS,"Skilled Worker Outreach, Recruitment and Training",PABON; WILLIAMS,COOKE; HEATH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A5C5762B71D1D80587257D95007DFB54?opendocument
HB15-1277,2015,RS,Species Conservation Trust Fund Projects,VIGIL,SONNENBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6FB7878B8311EA6C87257DDC005406A3?opendocument
HB15-1278,2015,RS,Use Ag Water Rights To Cultivate Marijuana,VIGIL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0A4E2E8A9FBEF66987257DE20059FFBB?opendocument
HB15-1279,2015,RS,Regional Ctr Depreciation Acct In Cap Constr Fund,VIGIL,BAUMGARDNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DDC5E843100F5E6387257DE3006A8333?opendocument
HB15-1280,2015,RS,Capital Reserve In Certain Cash Funds,YOUNG,GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4601C8BF407818E587257DF2005D141E?opendocument
HB15-1281,2015,RS,Newborn Heart Defect Screening Pulse Oximetry,PRIMAVERA,HODGE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D6E4684330F6EE6D87257DC60051FD6A?opendocument
HB15-1282,2015,RS,Crimes Of Deception & Lying In Birth Certificates,SAINE,NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/21B7AFEEB7BB7E2C87257DE20059A85D?opendocument
HB15-1283,2015,RS,Marijuana Reference Library And Lab Testing Access,LEBSOCK,HOLBERT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/07259E4284CA1D1987257DDC005633F8?opendocument
HB15-1284,2015,RS,Expand Scope Shared Photovoltaic Facilities,WINTER; ROUPE,GRANTHAM; HODGE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D4BC45A52BD11DFB87257DFF00609D06?opendocument
HB15-1285,2015,RS,Law Enforcement Use Of Body-worn Cameras,KAGAN; WILLIAMS,COOKE; ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/36902F5D9996988A87257DA10061AE0A?opendocument
HB15-1286,2015,RS,Police Misconduct Court Require Prosecution,KAGAN; SALAZAR,ULIBARRI; CARROLL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/01C458BC76926A4B87257DAF00791634?opendocument
HB15-1287,2015,RS,Police Officer Training Improvements,WILLIAMS,COOKE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/ED872EC202C3E1C587257DAF0067DE31?opendocument
HB15-1288,2015,RS,Updates To Profiling Prohibition,WILLIAMS,CARROLL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F0867809669549D187257D9C00617548?opendocument
HB15-1289,2015,RS,Criminal Charges Based On Unlawful Order,SALAZAR; EVERETT,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/618A35DEABFA173187257DD3005EC92A?opendocument
HB15-1290,2015,RS,Stop Police Interference Cop Incident Recordings,SALAZAR; ESGAR,GUZMAN; BALMER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1FFB953587DA73B587257DCB005F870B?opendocument
HB15-1291,2015,RS,Prohibit Peace Officer Use Of Chokehold,MELTON,GUZMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2A9F56A05E41EF1887257DA10080FA86?opendocument
HB15-1292,2015,RS,Resentence Juveniles Life Sentence No Parole,KAGAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/669141EB7E72322087257DA100629668?opendocument
HB15-1293,2015,RS,Statute Of Limitations Rent Counterclaim,MCCANN,AGUILAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DBCCEA0E7857A51587257D9C0000A3E3?opendocument
HB15-1294,2015,RS,Federal Law In-state Tuition For Veterans,LEE; KEYSER,TODD; HILL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/577F944162A8558D87257DF6005981CA?opendocument
HB15-1295,2015,RS,Electrical And Plumbing Inspections By CU,MELTON; PRIOLA,HOLBERT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0B041FF8930688EC87257DA10081811C?opendocument
HB15-1296,2015,RS,Campus Sexual Assault Task Force,FIELDS; PRIOLA,HILL; NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/355B09EBFBDB9C6287257DD3006A5B9B?opendocument
HB15-1297,2015,RS,Optometrist Health Insurance Contracts,GINAL; JOSHI,AGUILAR; LUNDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/38A23567AB3C623887257D9B0063B4E2?opendocument
HB15-1298,2015,RS,Warn Pregnant Women Marijuana Risks,SINGER; TATE,NEWELL; MARTINEZ HUMENIK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2C7AF7629AC39ACA87257DE80053FE58?opendocument
HB15-1299,2015,RS,Compliance Assistance Petroleum Storage Tank Fund,HAMNER; NORDBERG,SCOTT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/79C260BC28B1ABC287257DFF0056499B?opendocument
HB15-1300,2015,RS,Local Government Minimum Wage,MORENO; MELTON,MERRIFIELD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CE3E4C53072B750687257DA10076BA77?opendocument
HB15-1301,2015,RS,Tobacco Credit Shipped To Out-of-state Consumers,WILLIAMS,GRANTHAM; HILL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/54543562D213B88787257DCC005C4BCF?opendocument
HB15-1302,2015,RS,Assisted Living Facility Admr Continuing Ed,PRIMAVERA,MARTINEZ HUMENIK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D8B2648681AB4C3587257DE9005A834A?opendocument
HB15-1303,2015,RS,Sentencing For Certain 2nd Degree Assaults,MELTON,LUNDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/45CFDB4FED44849D87257E0A006A9D1F?opendocument
HB15-1304,2015,RS,Bear Control,WILLETT; LEBSOCK,BALMER; SCOTT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6AEDD10B188F38DC87257DE8005579B3?opendocument
HB15-1305,2015,RS,Unlawful Manufacture Marijuana Concentrate,FOOTE; WILLETT,GRANTHAM; JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/17260CEA578E7CAB87257D880070CDB0?opendocument
HB15-1306,2015,RS,Business Opportunity Study,WILLIAMS; SALAZAR,CROWDER; GUZMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E4DE0226EFA87BC387257D9C00608436?opendocument
HB15-1307,2015,RS,Mod Def Preserve Historic Structures Tax Credit ,ESGAR,STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D88A91280B70B0A987257DFC006347A4?opendocument
HB15-1308,2015,RS,Adjust Leg Branch Responsibilitites In SMART Act,MORENO; LAWRENCE,LUNDBERG; HEATH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/520B1F2629D8C94187257DFD007A4FB3?opendocument
HB15-1309,2015,RS,Protective Restorations By Dental Hygienists,GINAL,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/348989086C3C57E687257DC8006D54C7?opendocument
HB15-1310,2015,RS,Div Parks & Wildlife Acquire Real Property,RANKIN,BAUMGARDNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/65520D23EAC1F63087257DF6005BE644?opendocument
HB15-1311,2015,RS,Public Trustee Send Information On Foreclosure,MCCANN,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/16733387E8C14E7887257D8800619DDC?opendocument
HB15-1312,2015,RS,DNA Collection Misdemeanor Convictions,PABON; LAWRENCE,COOKE; JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/103BF8F6DAECC02087257D8800718255?opendocument
HB15-1313,2015,RS,Rocky Mountain National Park License Plate,BECKER K.,BAUMGARDNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F1B456597F74263687257E070054DB61?opendocument
HB15-1314,2015,RS,Endowment Or Insitutional Fund Gift Tax Credit,MORENO,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/599FB112B3C2288687257DFE005EB245?opendocument
HB15-1315,2015,RS,Support For Veterans Service Officers,RYDEN,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/08EF8F8C41152F3C87257DF6005C9E27?opendocument
HB15-1316,2015,RS,PUC Simplified Process For Taxicab Certificates,LEBSOCK; THURLOW,HILL; ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1678F2B667EFC16487257E0B004C91DB?opendocument
HB15-1317,2015,RS,Pay For Success Contracts,GARNETT; RANKIN,JOHNSTON; MARTINEZ HUMENIK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/94BEEEC275DCAF3E87257DAF0055C674?opendocument
HB15-1318,2015,RS,Consolidate Intellectual And Dev Disab Waivers,YOUNG,GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7241492CCA14C0DD87257DD9005EEC6F?opendocument
HB15-1319,2015,RS,PUC Membership Geographic Representation,ESGAR,GARCIA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FCAC9AF620F7D88287257DB000524E05?opendocument
HB15-1320,2015,RS,Agricultural Market Development Grants,YOUNG; ARNDT,GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/83C48CE1C2AA3ED287257DA1006BD704?opendocument
HB15-1321,2015,RS,Flexibility & Funding For Rural School Districts,PETTERSEN; WILSON,GRANTHAM; DONOVAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4F2805BBEC7CAFED87257E0C0052EAF3?opendocument
HB15-1322,2015,RS,Study Of Local Ed Provider Data Reporting Reqmnts,PETTERSEN; WILSON,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B870AF8A0DA00E2287257E12004D200A?opendocument
HB15-1323,2015,RS,Changes To Assessments In Public Schools,BUCKNER; WILSON,HOLBERT; KERR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6077533F3230E99987257DDD0063C412?opendocument
HB15-1324,2015,RS,Implementing Student Learning Objectives Processes,YOUNG; DANIELSON,SCOTT; KERR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DB1A335479255C0387257DA1006B1B40?opendocument
HB15-1325,2015,RS,Industrial Hemp Dept of Ag,LEBSOCK,MARBLE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/98C828B1AD7F1EF287257DF2007EA93B?opendocument
HB15-1326,2015,RS,Student Not Affected By Dist Accreditation Status,MORENO; ESGAR,GARCIA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0E1486096972EA6787257DA100767DF5?opendocument
HB15-1327,2015,RS,Limit Proxy Marriages To Military & Contractors,GINAL; ROUPE,GARCIA; COOKE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/89141A735DBCD9D487257DF2007F9259?opendocument
HB15-1328,2015,RS,Background Checks For Youth Sports Orgs,SINGER,HEATH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3D4787D00B1B9E1B87257DE80054A38E?opendocument
HB15-1329,2015,RS,Off-highway Vehicle Task Force,BROWN; COURT,DONOVAN; ROBERTS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6789B8F25F5C4C2C87257DF7007EEF6F?opendocument
HB15-1330,2015,RS,Social Cost Of Carbon In Certain Fiscal Notes,FOOTE,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9C1C0E588691B7A387257DA1006C1335?opendocument
HB15-1331,2015,RS,Colorado Overtime Fairness For Employees Act,TYLER,MERRIFIELD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DFB3D3897D2756B287257DD3005D51B4?opendocument
HB15-1332,2015,RS,Inc Tax Credit For Distributed Energy Resource Sys,PABON,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E3757EC2812983FE87257DF7006D493D?opendocument
HB15-1333,2015,RS,Regional Ctr Depreciation Acct In Cap Constr Fund,VIGIL,BAUMGARDNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0CC7573624F0FD7D87257E0E006223F7?opendocument
HB15-1334,2015,RS,Legislative Oversight Committee On School Finance,HAMNER; RANKIN,HILL; KERR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8159E5B9DE8895FE87257D9A0055882F?opendocument
HB15-1335,2015,RS,Fiscal Notes For Interim Committee Bills,SIAS,WOODS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0F171A43359189DE87257E000079A46D?opendocument
HB15-1336,2015,RS,Employment Services For Veterans And Spouses,LEE; FIELDS,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/80646A4419A3E07187257DFD00786783?opendocument
HB15-1337,2015,RS,Placement Stability For Children & With Siblings,WILLIAMS,NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/40A0AA9CBC88636F87257E0400779296?opendocument
HB15-1338,2015,RS,Lifeline Benefits Prog For Discount Wireless Serv,MORENO,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B37DB6DA04B11E6E87257DF6005A6AC0?opendocument
HB15-1339,2015,RS,School District Financial Transparency Reporting,FIELDS; WILSON,GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A9B4637233C609CD87257DFE00631B04?opendocument
HB15-1340,2015,RS,Extend Multiple Sclerosis Check-off,WINTER; BUCK,MARTINEZ HUMENIK; NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/01CABF5660C6FE1287257E040077FBAF?opendocument
HB15-1341,2015,RS,Increase Penalty Sexual Exploitation Of Child,CONTI; FIELDS,COOKE; JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/783DD7B0A65A38DD87257DEB0075470E?opendocument
HB15-1342,2015,RS,Personnel File Right Of Inspection,SALAZAR,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C0F5B0A1176AC92187257DFC0062242A?opendocument
HB15-1343,2015,RS,Streamline HOA Manager Licensing Reqmnts,WILLIAMS; THURLOW,TODD; BALMER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/299025976830E73787257E040076EA37?opendocument
HB15-1344,2015,RS,Fund Natl Western Ctr & Capitol Complex Projects,DURAN; BECKER J.,SONNENBERG; STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/70D497CB3C3890EC87257DDC005BA63F?opendocument
HB15-1345,2015,RS,Low-speed Electric Three-wheel Motorcycle,ROSENTHAL,NEVILLE T.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0FFBE59D54FCD72C87257E0400767750?opendocument
HB15-1346,2015,RS,Taxation Of Corp Income Sheltered In Tax Haven,FOOTE; PETTERSEN,JONES; TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0A7CE4EB84801F1C87257DB3007F775C?opendocument
HB15-1347,2015,RS,Middle Class College Savings Act,PETTERSEN; YOUNG,MERRIFIELD; TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/739F76E5BBC44D1087257E0C005A17E5?opendocument
HB15-1348,2015,RS,Urban Redevelopment Fairness Act,HULLINGHORST; LAWRENCE,HEATH; BALMER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/880B0372A2EB282A87257DB300717FF8?opendocument
HB15-1349,2015,RS,Grow Your Own Teacher A Colorado Initiative,FIELDS,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5B7597D7F90642C687257E040073082B?opendocument
HB15-1350,2015,RS,Review Performance Rules Alternative Educ Campuses,PETTERSEN,HILL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FEA22933254C941687257DFE0060E561?opendocument
HB15-1351,2015,RS,Limitation On Mental Health Disciplinary Actions,MELTON,MARBLE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7305161B4693CA2087257E050070DBB7?opendocument
HB15-1352,2015,RS,Naturopathic Doctor Formulary Changes,GINAL; CONTI,CROWDER; NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F36217B767136D1787257E0C0053AD0D?opendocument
HB15-1353,2015,RS,Continue Regulation Elevator Conveyances,GARNETT,MARTINEZ HUMENIK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A2B1E78AB96F807487257E15006E2034?opendocument
HB15-1354,2015,RS,Selection Of Candidates By Primary Elections,MORENO,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/29371457DAE40BB787257DA10076E568?opendocument
HB15-1355,2015,RS,Family History Access Birth & Personal Records,SAINE; SINGER,MARBLE; NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0461AEB1DB4B5FE287257E070055EEAA?opendocument
HB15-1356,2015,RS,State Authority Immigration Enforcement,SALAZAR,GUZMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/86F838299A7D7C5087257DFC0060E8C8?opendocument
HB15-1357,2015,RS,Assessment Ratio For Residential Real Property,COURT; DELGROSSO,NEVILLE T.; JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/914977370A33663587257E06006049BE?opendocument
HB15-1358,2015,RS,Differential Response Program Abuse And Neglect,SINGER,LUNDBERG; KEFALAS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AA7AB2A4A0D61AF087257E12004DCE42?opendocument
HB15-1359,2015,RS,Savings Program For Persons With Disabilities,DANIELSON; LANDGRAF,KEFALAS; MARTINEZ HUMENIK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1948CC1F1760772987257DF2007D6904?opendocument
HB15-1360,2015,RS,Acupuncturists Practice Injection Therapy,GINAL,LUNDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3774D0765F8DDA2787257E12004E6689?opendocument
HB15-1361,2015,RS,No Cap Grant Dollar Amounts Tony Grampsas Prog,MORENO; DELGROSSO,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/12E826DFCB13E45287257E1A004E6739?opendocument
HB15-1362,2015,RS,Remove Budget Reporting Exemption HOAs Predate Act,MELTON,CARROLL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/201BE4E2ECEB126B87257E1F006EBE0A?opendocument
HB15-1363,2015,RS,Infrastructure Resistance To EMP & Solar Flare,GINAL,HILL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9A1A71BB497C672887257D870082F6C9?opendocument
HB15-1364,2015,RS,Limited Scope Inspections Hydroelectric Projects,CORAM; MITSCH BUSH,SONNENBERG; DONOVAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B85A37C3B98BFAFD87257E0C005E35F7?opendocument
HB15-1365,2015,RS,Add Youth Members To Tony Grampsas Board,MCCANN,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0F7F5B4ABC78622F87257E0C005812A6?opendocument
HB15-1366,2015,RS,Expand Job Growth Tax Credit For Higher Ed Project,PABON; WILLETT,BALMER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DAB9624CC90E3CF787257DFE0060189E?opendocument
HB15-1367,2015,RS,Retail Marijuana Taxes,HAMNER,STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FCAB1D02C46689D687257E27007DAC7E?opendocument
HB15-1368,2015,RS,Cross-system Response Pilot Intellectual Dev Disab,YOUNG,GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D44B1CB4ED61DB6E87257E0600731B61?opendocument
HB15-1369,2015,RS,Define Tuition Status Unaccompanied Homeless Youth,PETTERSEN; ESGAR,KERR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/60833E63FAF3816787257E0C005A8B4B?opendocument
HB15-1370,2015,RS,Auditor Access To Confidential County Records,PRIMAVERA,GUZMAN; NEVILLE T.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/655BF9D07F9B342987257E26004D0D9E?opendocument
HB15-1371,2015,RS,Exempt Lawyer Trust Acct Funds From Unclaimed Prop,PABON; WILLETT,JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E8C93CC9FADE325A87257E14006D63C6?opendocument
HB15-1372,2015,RS,Raise The Public Utility Fee Cap,TYLER; BECKER J.,HEATH; BALMER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6270321DB444FDFC87257E1B00541987?opendocument
HB15-1373,2015,RS,Provisional Speech-language Pathology Certificate,SINGER,AGUILAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C6DE21C154EC331B87257E2600503840?opendocument
HB15-1374,2015,RS,Option To Invest TABOR Refund In State Services,COURT; MCCANN,STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AA127FACE2C69B4A87257E2600515632?opendocument
HB15-1375,2015,RS,Ladder Safety,SINGER,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1334F0C660F97A7D87257DF7006D9EEE?opendocument
HB15-1376,2015,RS,Implement HOA Info Office Study Recommendations,RYDEN,TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2A3CCCC4512E45A787257E1F006E814A?opendocument
HB15-1377,2015,RS,Shared Renewable Generation Facilities For REAs ,MORENO; BECKER J.,GRANTHAM; DONOVAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0DF6315FBBBB34CF87257E1500713944?opendocument
HB15-1378,2015,RS,Vehicle Registration Number Disability Benefit,YOUNG; BROWN,AGUILAR; GRANTHAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/22397EA5404CC3AC87257E27006F8E0A?opendocument
HB15-1379,2015,RS,Marijuana Permitted Economic Interest Registration,PABON,HILL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F4E591D3CC0BC35487257E26004F5119?opendocument
HB15-1380,2015,RS,State Fin Incentives Watershed Health,BECKER K.; VIGIL,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4CDA435F70DC745887257DF2007CC7C7?opendocument
HB15-1381,2015,RS,Office Of Consumer Counsel Continuation,ESGAR; WINTER,GARCIA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E6DB7A4D8638B98187257DCD00011557?opendocument
HB15-1382,2015,RS,Work Force Innovation And Opportunity Act,DURAN; DELGROSSO,HEATH; MARTINEZ HUMENIK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1A77895B092C385487257E1B006990BF?opendocument
HB15-1383,2015,RS,Modifications Low-income Housing Tax Credit,TYLER; BECKER K.,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2C121B82196E26E687257E1B0053BEF4?opendocument
