"state","year","bill_num","bill_type","num_only","special","special_num","num_bill_mentions","share_cong_mentions","share_state_mentions","source","ex_article_path"
"HI",1997,"hb0623","HB",623,0,NA,1,0,0,"newsbank","HI-Bul/1997/04/25/128FF2D44F15D100_19970425_1296D01DF1EC4218.xml"
"NH",1997,"hb0624","HB",624,0,NA,1,1,0,"newsbank","NH/1997/05/01/0C9C3411E8D2E900_19970501_0F54513CAEDCFA7A.xml"
"TX",1997,"hb0625","HB",625,0,NA,1,0,0,"newsbank","TX/1997/09/23/0C9C30CEEF1DD980_19970923_0EA05A8AA0D8CC20.xml"
"NH",1997,"hb0627","HB",627,0,NA,2,0,1,"newsbank","NH/1997/03/03/0C9C3411E8D2E900_19970303_0F5451327B3382A1.xml"
"NH",1997,"hb0628","HB",628,0,NA,3,0,0,"newsbank","NH/1997/03/15/0C9C3411E8D2E900_19970315_0F5451352F9613D3.xml"
"LA",1997,"hb0629","HB",629,0,NA,1,0,0,"newsbank","LA/1997/04/11/0C9C307698CA2800_19970411_0EB478582859188E.xml"
"HI",1997,"hb0631","HB",631,0,NA,1,0,0,"newsbank","HI-Bul/1997/02/18/128FF2D44F15D100_19970218_1296D01BCDAA2B40.xml"
"MO",1997,"hb0640","HB",640,0,NA,1,0,1,"newsbank","MO/1997/04/15/0C9C364D5DACAA80_19970415_0EB0503C9858BE9F.xml"
"TX",1997,"hb0640","HB",640,0,NA,1,0,1,"newsbank","TX/1997/03/24/0C9C30CEEF1DD980_19970324_0EA057D84A84D9C1.xml"
"LA",1997,"hb0646","HB",646,0,NA,2,0,0,"newsbank","LA/1997/06/19/0C9C307698CA2800_19970619_0EB4786488442799.xml"
"NH",1997,"hb0651","HB",651,0,NA,1,0,0,"newsbank","NH/1997/10/31/0C9C3411E8D2E900_19971031_0F545157E4ED90EA.xml"
"HI",1997,"hb0652","HB",652,0,NA,1,0,0,"newsbank","HI-Bul/1997/04/25/128FF2D44F15D100_19970425_1296D01DF1EC4218.xml"
"LA",1997,"hb0652","HB",652,0,NA,1,1,0,"newsbank","LA/1997/04/30/0C9C307698CA2800_19970430_0EB4785BAD42AA17.xml"
"PA",1997,"hb0654","HB",654,0,NA,1,0,0,"newsbank","PA/1997/04/17/0C9C352AB17A8D80_19970417_10D98B4575DA17C1.xml"
"PA",1997,"hb0656","HB",656,0,NA,2,0,0.5,"newsbank","PA/1997/04/21/0C9C352AB17A8D80_19970421_10D98B46EEB0A55F.xml"
"NH",1997,"hb0657","HB",657,0,NA,1,0,0,"newsbank","NH/1997/02/12/0C9C3411E8D2E900_19970212_0F54512FBB2C2152.xml"
"MO",1997,"hb0662","HB",662,0,NA,1,0,1,"newsbank","MO/1997/04/06/0C9C364D5DACAA80_19970406_0EB0503A041B0F52.xml"
"NH",1997,"hb0662","HB",662,0,NA,1,0,0,"newsbank","NH/1997/05/01/0C9C3411E8D2E900_19970501_0F54513C9CA18DD2.xml"
"NH",1997,"hb0665","HB",665,0,NA,7,0.142857142857143,0.428571428571429,"newsbank","NH/1997/08/27/0C9C3411E8D2E900_19970827_0F54514E719B97AE.xml"
"LA",1997,"hb0667","HB",667,0,NA,1,0,0,"newsbank","LA/1997/05/28/0C9C307698CA2800_19970528_0EB47860C02412FE.xml"
"PA",1997,"hb0670","HB",670,0,NA,1,0,1,"newsbank","PA/1997/09/03/0C9C352AB17A8D80_19970903_10D98B69E6EA421A.xml"
"LA",1997,"hb0671","HB",671,0,NA,1,0,0,"newsbank","LA/1997/05/15/0C9C307698CA2800_19970515_0EB4785EB62BBFF1.xml"
"DE",1997,"hb0673","HB",673,0,NA,1,0,0,"newsbank","DE/1997/01/16/0C9C3243A4BDAC80_19970116_122724CA77E2E668.xml"
"LA",1997,"hb0676","HB",676,0,NA,1,0,0,"newsbank","LA/1997/06/15/0C9C307698CA2800_19970615_0EB47863D079037C.xml"
"NH",1997,"hb0678","HB",678,0,NA,1,1,0,"newsbank","NH/1997/06/21/0C9C3411E8D2E900_19970621_0F5451456CD0A48A.xml"
"PA",1997,"hb0679","HB",679,0,NA,5,0,0,"newsbank","PA/1997/04/20/0C9C352AB17A8D80_19970420_10D98B46C9BC72E0.xml"
"NH",1997,"hb0682","HB",682,0,NA,2,0,0,"newsbank","NH/1997/03/16/0C9C348B80510D00_19970316_0F5451351AB4F253.xml"
"LA",1997,"hb0684","HB",684,0,NA,1,0,0,"newsbank","LA/1997/04/10/0C9C307698CA2800_19970410_0EB4785800711709.xml"
"LA",1997,"hb0685","HB",685,0,NA,1,0,0,"newsbank","LA/1997/05/30/0C9C307698CA2800_19970530_0EB4786144E994FE.xml"
"LA",1997,"hb0698","HB",698,0,NA,1,0,0,"newsbank","LA/1997/06/05/0C9C307698CA2800_19970605_0EB4786220C1D75A.xml"
"HI",1997,"hb0701","HB",701,0,NA,1,0,0,"newsbank","HI-Bul/1997/01/31/128FF2D44F15D100_19970131_1296D01B41771F40.xml"
"IL",1997,"hb0704","HB",704,0,NA,1,0,1,"lexisnexis","IL_1997_15.pdf --- Article Number: 1"
"NH",1997,"hb0704","HB",704,0,NA,1,0,0,"newsbank","NH/1997/04/05/0C9C3411E8D2E900_19970405_0F54513893C01AFC.xml"
"LA",1997,"hb0707","HB",707,0,NA,1,1,0,"newsbank","LA/1997/04/03/0C9C307698CA2800_19970403_0EB4785691C54188.xml"
"LA",1997,"hb0708","HB",708,0,NA,1,1,0,"newsbank","LA/1997/04/03/0C9C307698CA2800_19970403_0EB4785691C54188.xml"
"LA",1997,"hb0710","HB",710,0,NA,1,0,0,"newsbank","LA/1997/04/11/0C9C307698CA2800_19970411_0EB47858462EFB2F.xml"
"NH",1997,"hb0713","HB",713,0,NA,1,1,0,"newsbank","NH/1997/05/01/0C9C3411E8D2E900_19970501_0F54513CAEDCFA7A.xml"
"TX",1997,"hb0732","HB",732,0,NA,2,0,1,"newsbank","TX/1997/02/18/0C9C30CEEF1DD980_19970218_0EA05763D9B34A03.xml"
"NH",1997,"hb0743","HB",743,0,NA,2,0,0,"newsbank","NH/1997/02/27/0C9C3411E8D2E900_19970227_0F5451322C67C73F.xml"
"TX",1997,"hb0746","HB",746,0,NA,5,0,0,"newsbank","TX/1997/02/25/0C9C30CEEF1DD980_19970225_0EA0577B3239136D.xml"
"LA",1997,"hb0747","HB",747,0,NA,2,0,0,"newsbank","LA/1997/06/18/0C9C307698CA2800_19970618_0EB478644BD6A30E.xml"
"NH",1997,"hb0752","HB",752,0,NA,3,0,0,"newsbank","NH/1997/08/22/0C9C3411E8D2E900_19970822_0F54514DF214BC81.xml"
"NH",1997,"hb0753","HB",753,0,NA,1,0,0,"newsbank","NH/1997/08/27/0C9C3411E8D2E900_19970827_0F54514E719B97AE.xml"
"NH",1997,"hb0755","HB",755,0,NA,1,0,0,"newsbank","NH/1997/03/13/0C9C3411E8D2E900_19970313_0F545134872F09E4.xml"
"LA",1997,"hb0756","HB",756,0,NA,2,0,0.5,"newsbank","LA/1997/05/29/0C9C307698CA2800_19970529_0EB47860F6F3B0CE.xml"
"NH",1997,"hb0764","HB",764,0,NA,1,1,1,"newsbank","NH/1997/02/24/0C9C3411E8D2E900_19970224_0F545131A2327ADC.xml"
"TX",1997,"hb0764","HB",764,0,NA,2,0,0,"newsbank","TX/1997/05/08/0C9C30CEEF1DD980_19970508_0EA0586E2027114F.xml"
"NH",1997,"hb0765","HB",765,0,NA,1,1,0,"newsbank","NH/1997/06/19/0C9C3411E8D2E900_19970619_0F545144D7A765DF.xml"
"MS",1997,"hb0766","HB",766,0,NA,1,1,0,"newsbank","MS/1997/01/23/0C9C367FBB8A8780_19970123_0EB6248B6AD03C7F.xml"
"NH",1997,"hb0768","HB",768,0,NA,2,1,1,"newsbank","NH/1997/03/11/0C9C3411E8D2E900_19970311_0F545134411885B9.xml"
"AL",1997,"hb0775","HB",775,0,NA,4,0,0.5,"newsbank","AL/1997/04/20/0C9C30EFCE52CB80_19970420_0EAF4F7D8C394C37.xml"
"LA",1997,"hb0776","HB",776,1,NA,3,0.666666666666667,0,"newsbank","LA/1997/04/11/0C9C307698CA2800_19970411_0EB478582584DDEE.xml"
"LA",1997,"hb0777","HB",777,0,NA,1,0,0,"newsbank","LA/1997/06/05/0C9C307698CA2800_19970605_0EB4786220C1D75A.xml"
"LA",1997,"hb0779","HB",779,0,NA,1,0,0,"newsbank","LA/1997/05/20/0C9C307698CA2800_19970520_0EB4785F8C762114.xml"
"NH",1997,"hb0784","HB",784,0,NA,1,0,1,"newsbank","NH/1997/02/21/0C9C3411E8D2E900_19970221_0F5451310E6B6105.xml"
"LA",1997,"hb0796","HB",796,0,NA,1,0,0,"newsbank","LA/1997/06/15/0C9C307698CA2800_19970615_0EB47863D079037C.xml"
"LA",1997,"hb0796","HB",796,1,NA,1,0,0,"newsbank","LA/1997/05/10/0C9C307698CA2800_19970510_0EB4785DB0E573F9.xml"
"NH",1997,"hb0797","HB",797,0,NA,1,1,0,"newsbank","NH/1997/05/14/0C9C3411E8D2E900_19970514_0F54513ED44F9306.xml"
"NH",1997,"hb0802","HB",802,0,NA,2,1,1,"newsbank","NH/1997/10/16/0C9C3411E8D2E900_19971016_0F5451559B80E468.xml"
"NH",1997,"hb0809","HB",809,0,NA,2,0,1,"newsbank","NH/1997/03/07/0C9C3411E8D2E900_19970307_0F5451336C206DF6.xml"
"NH",1997,"hb0810","HB",810,0,NA,2,0,0,"newsbank","NH/1997/05/09/0C9C3411E8D2E900_19970509_0F54513E1ADB85B3.xml"
"MO",1997,"hb0811","HB",811,0,NA,10,0,0.6,"newsbank","MO/1997/04/30/0C9C364D5DACAA80_19970430_0EB0504116211B90.xml"
"LA",1997,"hb0825","HB",825,0,NA,2,0,0,"newsbank","LA/1997/05/09/0C9C307698CA2800_19970509_0EB4785D81282218.xml"
"MO",1997,"hb0831","HB",831,0,NA,2,0,0,"newsbank","MO/1997/06/15/0C9C364D5DACAA80_19970615_0EB0504ECC5767B6.xml"
"LA",1997,"hb0842","HB",842,0,NA,1,0,0,"newsbank","LA/1997/05/08/0C9C307698CA2800_19970508_0EB4785D6260ACA1.xml"
"LA",1997,"hb0855","HB",855,0,NA,1,0,0,"newsbank","LA/1997/04/04/0C9C307698CA2800_19970404_0EB47856B86F3ACC.xml"
"PA",1997,"hb0856","HB",856,0,NA,1,1,0,"newsbank","PA/1997/09/15/0C9C352AB17A8D80_19970915_10D98B6C9728B2C2.xml"
"AL",1997,"hb0862","HB",862,0,NA,2,0,0,"newsbank","AL/1997/03/31/0C9C30EFCE52CB80_19970331_0EAF4F759E16D766.xml"
"LA",1997,"hb0863","HB",863,0,NA,2,0,0,"newsbank","LA/1997/05/26/0C9C307698CA2800_19970526_0EB478608AED6E35.xml"
"LA",1997,"hb0873","HB",873,0,NA,4,0.25,0,"newsbank","LA/1997/04/15/0C9C307698CA2800_19970415_0EB47858D45E8ED6.xml"
"OH",1997,"hb0881","HB",881,0,NA,1,0,0,"lexisnexis","OH_1997_1.pdf --- Article Number: 95"
"TX",1997,"hb0883","HB",883,0,NA,6,0,0,"newsbank","TX/1997/05/14/0C9C30CEEF1DD980_19970514_0EA058841E0C2F65.xml"
"LA",1997,"hb0899","HB",899,0,NA,1,0,0,"newsbank","LA/1997/05/17/0C9C307698CA2800_19970517_0EB4785F1CE45CF1.xml"
"LA",1997,"hb0902","HB",902,0,NA,1,1,1,"newsbank","LA/1997/04/04/0C9C307698CA2800_19970404_0EB47856C7749141.xml"
"PA",1997,"hb0911","HB",911,0,NA,1,0,0,"lexisnexis","PA_1997_22.pdf --- Article Number: 38"
"PA",1997,"hb0922","HB",922,0,NA,1,0,0,"newsbank","PA/1997/04/22/0C9C352AB17A8D80_19970422_10D98B4779B1D150.xml"
"TX",1997,"hb0931","HB",931,0,NA,1,0,1,"newsbank","TX/1997/03/24/0C9C30CEEF1DD980_19970324_0EA057D84A84D9C1.xml"
"LA",1997,"hb0943","HB",943,0,NA,1,0,0,"newsbank","LA/1997/06/13/0C9C307698CA2800_19970613_0EB478638C19EB9C.xml"
"LA",1997,"hb0946","HB",946,0,NA,2,0,0,"newsbank","LA/1997/06/23/0C9C307698CA2800_19970623_0EB478652BEA8256.xml"
"DE",1997,"hb0955","HB",955,0,NA,1,0,1,"newsbank","DE/1997/03/03/0C9C3243A4BDAC80_19970303_122724CB6208AD50.xml"
"PA",1997,"hb0961","HB",961,0,NA,1,0,0,"newsbank","PA/1997/06/05/0C9C352AB17A8D80_19970605_10D98B51E24C0AE5.xml"
"TX",1997,"hb0966","HB",966,0,NA,2,0,0.5,"newsbank","TX/1997/02/22/0C9C30CEEF1DD980_19970222_0EA05771EA8FED59.xml"
"LA",1997,"hb0967","HB",967,0,NA,12,0,0.166666666666667,"newsbank","LA/1997/04/22/0C9C307698CA2800_19970422_0EB4785A64A74C34.xml"
"PA",1997,"hb0977","HB",977,0,NA,5,0.2,0.2,"newsbank","PA/1997/10/29/0C9C352AB17A8D80_19971029_10D98B7731ED0636.xml"
"LA",1997,"hb0987","HB",987,0,NA,1,0,0,"newsbank","LA/1997/04/19/0C9C307698CA2800_19970419_0EB47859C5571505.xml"
"TX",1997,"hb0988","HB",988,0,NA,2,0,0,"newsbank","TX/1997/04/07/0C9C30CEEF1DD980_19970407_0EA05806F7E121D5.xml"
"LA",1997,"hb0991","HB",991,0,NA,1,0,0,"newsbank","LA/1997/08/28/0C9C307698CA2800_19970828_0EB478706F73108D.xml"
"MS",1997,"hb0993","HB",993,0,NA,1,1,0,"newsbank","MS/1997/03/13/0C9C367FBB8A8780_19970313_0EB624A30A106C91.xml"
"CO",1997,"hb97-1001","HB",1001,0,NA,3,0,0,"newsbank","CO/1997/01/30/0C9C3248A1B06480_19970130_0EAF881734A35C4D.xml"
"CO",1997,"hb97-1001","HB",1001,1,NA,1,0,0,"newsbank","CO/1997/10/21/0C9C3248A1B06480_19971021_0EAF887500D3973D.xml"
"VA",1997,"hb1001","HB",1001,0,NA,1,0,0,"lexisnexis","VA_1997_2.pdf --- Article Number: 69"
"CO",1997,"hb97-1002","HB",1002,1,NA,2,0,0,"newsbank","CO/1997/10/21/0C9C3248A1B06480_19971021_0EAF887500D3973D.xml"
"TX",1997,"hb1002","HB",1002,0,NA,2,0,0,"newsbank","TX/1997/05/08/0C9C30CEEF1DD980_19970508_0EA0586E2027114F.xml"
"AR",1997,"hb1003","HB",1003,0,NA,1,1,0,"newsbank","AR/1997/01/23/0C9C30ABB0923C80_19970123_13D595F0E7EA1FD8.xml"
"CO",1997,"hb97-1003","HB",1003,0,NA,2,0,0,"newsbank","CO/1997/02/11/0C9C3248A1B06480_19970211_0EAF881B2C3B6517.xml"
"OK",1997,"hb1003","HB",1003,0,NA,8,0,0.5,"newsbank","OK/1997/03/26/0C9C321FD6D3C880_19970326_0EB4285176202907.xml"
"WA",1997,"hb1005","HB",1005,0,NA,4,0,1,"lexisnexis","WA_1997_1.pdf --- Article Number: 50"
"AR",1997,"hb1006","HB",1006,0,NA,36,0.0277777777777778,0.111111111111111,"newsbank","AR/1997/01/14/0C9C30ABB0923C80_19970114_13D595E5821D6D78.xml"
"AR",1997,"hb1006","HB",1006,1,NA,1,0,0,"newsbank","AR/1997/03/01/0C9C30ABB0923C80_19970301_13D5962ACCA2E4D0.xml"
"CO",1997,"hb97-1006","HB",1006,1,NA,1,0,0,"newsbank","CO/1997/10/21/0C9C3248A1B06480_19971021_0EAF887500D3973D.xml"
"WA",1997,"hb1006","HB",1006,0,NA,1,1,0,"lexisnexis","WA_1997_2.pdf --- Article Number: 32"
"AR",1997,"hb1007","HB",1007,0,NA,5,0,0.4,"newsbank","AR/1997/01/14/0C9C30ABB0923C80_19970114_13D595E5821D6D78.xml"
"CO",1997,"hb97-1007","HB",1007,0,NA,9,0.444444444444444,0.666666666666667,"newsbank","CO/1997/01/26/0C9C3248A1B06480_19970126_0EAF881601A75A05.xml"
"CO",1997,"hb97-1007","HB",1007,1,NA,3,0,0,"newsbank","CO/1997/06/08/0C9C3248A1B06480_19970608_0EAF884461616F56.xml"
"AR",1997,"hb1008","HB",1008,0,NA,1,0,0,"newsbank","AR/1997/04/13/0C9C30ABB0923C80_19970413_13D597DCAE211500.xml"
"AR",1997,"hb1009","HB",1009,0,NA,4,0,0,"newsbank","AR/1997/02/11/0C9C30ABB0923C80_19970211_13D596096D554150.xml"
"CO",1997,"hb97-1009","HB",1009,0,NA,3,0,0.333333333333333,"newsbank","CO/1997/01/19/0C9C3248A1B06480_19970119_0EAF88133660177B.xml"
"ND",1997,"hb1009","HB",1009,0,NA,4,0,0,"lexisnexis","ND_1997_4.pdf --- Article Number: 22"
"PA",1997,"hb1010","HB",1010,0,NA,1,0,1,"newsbank","PA/1997/10/22/0C9C352AB17A8D80_19971022_10D98B7519D4426A.xml"
"CO",1997,"hb97-1011","HB",1011,1,NA,1,0,0,"newsbank","CO/1997/10/21/0C9C3248A1B06480_19971021_0EAF887500D3973D.xml"
"ND",1997,"hb1012","HB",1012,0,NA,2,0,0,"lexisnexis","ND_1997_4.pdf --- Article Number: 30"
"SD",1997,"hb1012","HB",1012,0,NA,1,0,0,"newsbank","SD/1997/01/16/0EA7B31082908B9C_19970116_117FAB406A04763F.xml"
"WA",1997,"hb1013","HB",1013,0,NA,1,0,0,"newsbank","WA/1997/02/01/0C9C3607CCF6AF80_19970201_0EB538B50591DEAC.xml"
"AR",1997,"hb1014","HB",1014,0,NA,3,0,0.666666666666667,"newsbank","AR/1997/02/19/0C9C30ABB0923C80_19970219_13D59617DE944AF8.xml"
"AR",1997,"hb1015","HB",1015,0,NA,2,0,0,"newsbank","AR/1997/01/16/0C9C30ABB0923C80_19970116_13D595E7F9BFFB38.xml"
"AR",1997,"hb1016","HB",1016,0,NA,21,0,0.0476190476190476,"newsbank","AR/1997/01/28/0C9C30ABB0923C80_19970128_13D595F6F81D20A8.xml"
"TX",1997,"hb1016","HB",1016,0,NA,1,0,0,"newsbank","TX/1997/06/19/0C9C30CEEF1DD980_19970619_0EA059125379B01E.xml"
"OK",1997,"hb1017","HB",1017,0,NA,35,0,0.142857142857143,"newsbank","OK/1997/01/14/0C9C321FD6D3C880_19970114_0EB4283C6D5F302F.xml"
"OK",1997,"hb1017","HB",1017,1,NA,1,0,0,"newsbank","OK/1997/05/13/0C9C321FD6D3C880_19970513_0EB4285E9F050A9A.xml"
"AR",1997,"hb1018","HB",1018,0,NA,1,0,0,"newsbank","AR/1997/01/31/0C9C30ABB0923C80_19970131_13D595FA38FB0558.xml"
"ND",1997,"hb1018","HB",1018,0,NA,4,0,0,"lexisnexis","ND_1997_4.pdf --- Article Number: 38"
"AR",1997,"hb1019","HB",1019,0,NA,8,0,0,"newsbank","AR/1997/01/28/0C9C30ABB0923C80_19970128_13D595F6F81D20A8.xml"
"AR",1997,"hb1020","HB",1020,0,NA,2,0,0,"newsbank","AR/1997/01/18/0C9C30ABB0923C80_19970118_13D595EA2BC761D8.xml"
"AR",1997,"hb1020","HB",1020,1,NA,1,0,0,"newsbank","AR/1997/02/13/0C9C30ABB0923C80_19970213_13D5960C14335F18.xml"
"TX",1997,"hb1020","HB",1020,0,NA,2,0,1,"newsbank","TX/1997/03/16/0C9C30CEEF1DD980_19970316_0EA057BC74AD9A9B.xml"
"TX",1997,"hb1021","HB",1021,0,NA,2,0,1,"newsbank","TX/1997/03/16/0C9C30CEEF1DD980_19970316_0EA057BC74AD9A9B.xml"
"CO",1997,"hb97-1022","HB",1022,0,NA,1,0,0,"newsbank","CO/1997/01/18/0C9C3248A1B06480_19970118_0EAF8813078DE5A5.xml"
"TX",1997,"hb1022","HB",1022,0,NA,2,0,1,"newsbank","TX/1997/03/16/0C9C30CEEF1DD980_19970316_0EA057BC74AD9A9B.xml"
"AR",1997,"hb1023","HB",1023,0,NA,2,0,0.5,"newsbank","AR/1997/01/14/0C9C30ABB0923C80_19970114_13D595E5821D6D78.xml"
"SD",1997,"hb1024","HB",1024,0,NA,1,0,0,"newsbank","SD/1997/01/16/0EA7B31082908B9C_19970116_117FAB4068ABB168.xml"
"AR",1997,"hb1025","HB",1025,0,NA,4,0,0.25,"newsbank","AR/1997/01/22/0C9C30ABB0923C80_19970122_13D595F003356558.xml"
"AR",1997,"hb1026","HB",1026,0,NA,2,0,1,"newsbank","AR/1997/01/30/0C9C30ABB0923C80_19970130_13D595F9A8D3C458.xml"
"ND",1997,"hb1026","HB",1026,0,NA,2,0,0,"lexisnexis","ND_1997_4.pdf --- Article Number: 57"
"SD",1997,"hb1026","HB",1026,0,NA,1,0,0,"newsbank","SD/1997/01/22/0EA7B31082908B9C_19970122_117FAB436E762C4E.xml"
"AR",1997,"hb1028","HB",1028,0,NA,1,0,0,"newsbank","AR/1997/02/07/0C9C30ABB0923C80_19970207_13D596046E825388.xml"
"CO",1997,"hb97-1028","HB",1028,0,NA,3,0,0,"newsbank","CO/1997/02/26/0C9C3248A1B06480_19970226_0EAF882003DD8BD2.xml"
"AR",1997,"hb1029","HB",1029,0,NA,2,0,0,"newsbank","AR/1997/01/24/0C9C30ABB0923C80_19970124_13D595F1A1A44630.xml"
"NC",1997,"hb1031","HB",1031,0,NA,1,0,0,"newsbank","NC/1997/06/18/0C9C34A99F5CE700_19970618_0EB035FBEFA6E4A9.xml"
"WA",1997,"hb1031","HB",1031,0,NA,3,0,0,"newsbank","WA/1997/02/23/0C9C3607CCF6AF80_19970223_0EB538BA94F140FC.xml"
"MS",1997,"hb1032","HB",1032,0,NA,1,0,0,"newsbank","MS/1997/01/31/0C9C367FBB8A8780_19970131_0EB6248FE31F7B4B.xml"
"WA",1997,"hb1032","HB",1032,0,NA,2,0,0,"newsbank","WA/1997/02/10/0C9C3607CCF6AF80_19970210_0EB538B76F7413A3.xml"
"CO",1997,"hb97-1034","HB",1034,0,NA,1,0,0,"newsbank","CO/1997/01/15/0C9C3248A1B06480_19970115_0EAF88123187EA35.xml"
"ND",1997,"hb1034","HB",1034,0,NA,1,0,0,"lexisnexis","ND_1997_2.pdf --- Article Number: 4"
"WA",1997,"hb1034","HB",1034,0,NA,1,0,1,"lexisnexis","WA_1997_2.pdf --- Article Number: 59"
"ND",1997,"hb1035","HB",1035,0,NA,7,0.428571428571429,0.285714285714286,"lexisnexis","ND_1997_4.pdf --- Article Number: 3"
"ND",1997,"hb1036","HB",1036,0,NA,3,0,0,"lexisnexis","ND_1997_3.pdf --- Article Number: 15"
"OK",1997,"hb1036","HB",1036,0,NA,2,0,0,"newsbank","OK/1997/03/04/0C9C321FD6D3C880_19970304_0EB4284A8F7514CC.xml"
"WA",1997,"hb1036","HB",1036,0,NA,1,0,0,"newsbank","WA/1997/03/06/0C9C3607CCF6AF80_19970306_0EB538BDB5B7BBAF.xml"
"WA",1997,"hb1037","HB",1037,0,NA,6,0,0.166666666666667,"newsbank","WA/1997/01/14/0C9C3607CCF6AF80_19970114_0EB538B0444673A0.xml"
"AR",1997,"hb1038","HB",1038,0,NA,1,0,0,"newsbank","AR/1997/01/18/0C9C30ABB0923C80_19970118_13D595EA32D296F0.xml"
"CO",1997,"hb97-1038","HB",1038,0,NA,1,0,1,"newsbank","CO/1997/01/25/0C9C3248A1B06480_19970125_0EAF8815240A9C39.xml"
"OK",1997,"hb1038","HB",1038,0,NA,8,0,0.25,"newsbank","OK/1997/02/13/0C9C321FD6D3C880_19970213_0EB4284523858381.xml"
"CO",1997,"hb97-1039","HB",1039,0,NA,2,0,0,"newsbank","CO/1997/02/11/0C9C3248A1B06480_19970211_0EAF881B2C3B6517.xml"
"CO",1997,"hb97-1039","HB",1039,1,NA,1,1,0,"newsbank","CO/1997/04/17/0C9C3248A1B06480_19970417_0EAF8831E9D0B760.xml"
"LA",1997,"hb1039","HB",1039,0,NA,2,0,0,"newsbank","LA/1997/04/02/0C9C307698CA2800_19970402_0EB478565C667708.xml"
"ND",1997,"hb1039","HB",1039,0,NA,2,0,0,"lexisnexis","ND_1997_3.pdf --- Article Number: 52"
"AR",1997,"hb1040","HB",1040,0,NA,2,0,0,"newsbank","AR/1997/01/24/0C9C30ABB0923C80_19970124_13D595F193D81BD0.xml"
"ND",1997,"hb1040","HB",1040,0,NA,1,0,0,"lexisnexis","ND_1997_3.pdf --- Article Number: 52"
"WA",1997,"hb1040","HB",1040,0,NA,1,0,0,"lexisnexis","WA_1997_6.pdf --- Article Number: 55"
"AR",1997,"hb1041","HB",1041,0,NA,1,0,0,"newsbank","AR/1997/01/18/0C9C30ABB0923C80_19970118_13D595EA32D296F0.xml"
"CO",1997,"hb97-1041","HB",1041,0,NA,1,0,0,"newsbank","CO/1997/02/22/0C9C3248A1B06480_19970222_0EAF881E93AD2242.xml"
"ND",1997,"hb1041","HB",1041,0,NA,2,0,0,"lexisnexis","ND_1997_4.pdf --- Article Number: 22"
"SD",1997,"hb1042","HB",1042,0,NA,1,0,0,"newsbank","SD/1997/03/13/0EA7B31082908B9C_19970313_117FAB5E120D2484.xml"
"CO",1997,"hb97-1043","HB",1043,0,NA,2,0,0,"newsbank","CO/1997/01/28/0C9C3248A1B06480_19970128_0EAF88169157929E.xml"
"SD",1997,"hb1043","HB",1043,0,NA,1,0,0,"newsbank","SD/1997/01/29/0EA7B31082908B9C_19970129_117FAB47D19627C0.xml"
"CO",1997,"hb97-1046","HB",1046,0,NA,2,0,0,"newsbank","CO/1997/02/26/0C9C3248A1B06480_19970226_0EAF882003DD8BD2.xml"
"WA",1997,"hb1046","HB",1046,0,NA,1,0,0,"lexisnexis","WA_1997_6.pdf --- Article Number: 55"
"ND",1997,"hb1047","HB",1047,0,NA,11,0,0.181818181818182,"lexisnexis","ND_1997_1.pdf --- Article Number: 48"
"CO",1997,"hb97-1049","HB",1049,0,NA,3,0,0,"newsbank","CO/1997/01/26/0C9C3248A1B06480_19970126_0EAF88158E53A89D.xml"
"LA",1997,"hb1049","HB",1049,0,NA,2,0.5,0.5,"newsbank","LA/1997/04/10/0C9C307698CA2800_19970410_0EB478580E09F051.xml"
"ND",1997,"hb1049","HB",1049,0,NA,3,0,0,"lexisnexis","ND_1997_3.pdf --- Article Number: 36"
"WA",1997,"hb1049","HB",1049,0,NA,1,0,0,"lexisnexis","WA_1997_3.pdf --- Article Number: 5"
"AR",1997,"hb1050","HB",1050,0,NA,5,0,0.2,"newsbank","AR/1997/01/23/0C9C30ABB0923C80_19970123_13D595F0F6B007D0.xml"
"AR",1997,"hb1051","HB",1051,0,NA,1,0,0,"newsbank","AR/1997/03/01/0C9C30ABB0923C80_19970301_13D5962AC635C860.xml"
"ND",1997,"hb1051","HB",1051,0,NA,2,0,0,"lexisnexis","ND_1997_2.pdf --- Article Number: 93"
"OK",1997,"hb1051","HB",1051,0,NA,2,0,0,"newsbank","OK/1997/02/05/0C9C321FD6D3C880_19970205_0EB42842EC30F4C7.xml"
"OK",1997,"hb1052","HB",1052,0,NA,2,0,0,"newsbank","OK/1997/02/05/0C9C321FD6D3C880_19970205_0EB42842EC30F4C7.xml"
"ND",1997,"hb1055","HB",1055,0,NA,2,0,0,"lexisnexis","ND_1997_1.pdf --- Article Number: 58"
"OK",1997,"hb1055","HB",1055,0,NA,2,1,0,"newsbank","OK/1997/05/20/0C9C321FD6D3C880_19970520_0EB42860B5E12987.xml"
"AR",1997,"hb1056","HB",1056,0,NA,6,0,0.166666666666667,"newsbank","AR/1997/02/21/0C9C30ABB0923C80_19970221_13D5961D12DBCDF8.xml"
"CO",1997,"hb97-1057","HB",1057,0,NA,2,0,0,"newsbank","CO/1997/01/25/0C9C3248A1B06480_19970125_0EAF8814F5A30DBD.xml"
"LA",1997,"hb1057","HB",1057,0,NA,1,0,0,"newsbank","LA/1997/06/15/0C9C307698CA2800_19970615_0EB47863D079037C.xml"
